# Multipolar energy analysis (kT)
# r/AA             exact       total      ionion      iondip      dipdip     ionquad     mucorr
40.4               5.724       5.725        11.1      -2.414      -2.959  -4.431e-13      0.2272
40.6               5.774       5.774       11.04      -2.482      -2.787  -4.115e-13      0.2146
40.8               5.801       5.801       10.99       -2.48      -2.708  -3.982e-13      0.2029
41                 5.897       5.897       10.94      -2.434      -2.604  -3.723e-13      0.2078
41.2               5.942       5.942       10.88      -2.451      -2.489  -3.653e-13      0.1967
41.4               5.992       5.992       10.83      -2.443      -2.394  -3.469e-13      0.1904
41.6               6.035       6.036       10.78      -2.381      -2.361  -3.313e-13      0.1967
41.8               6.074       6.075       10.73      -2.375      -2.276  -3.283e-13      0.1837
42                 6.132       6.132       10.68      -2.387      -2.156  -3.207e-13      0.1782
42.2               6.168       6.169       10.62      -2.345      -2.111  -2.982e-13      0.1675
42.4               6.227       6.227       10.57      -2.323      -2.025  -2.919e-13      0.1686
42.6               6.267       6.267       10.52        -2.3      -1.958  -2.623e-13       0.166
42.8               6.338       6.338       10.48      -2.294      -1.843  -2.429e-13      0.1583
43                 6.369       6.369       10.43      -2.244      -1.814  -2.388e-13      0.1567
43.2               6.409       6.409       10.38      -2.208      -1.762  -2.297e-13      0.1529
43.4               6.427       6.428       10.33      -2.204      -1.699  -2.177e-13      0.1534
43.6               6.483       6.483       10.28      -2.173      -1.628  -2.101e-13      0.1413
43.8               6.527       6.527       10.24      -2.151      -1.559  -1.895e-13       0.138
44                 6.581       6.581       10.19      -2.119       -1.49  -1.867e-13      0.1371
44.2               6.593       6.593       10.14      -2.094      -1.457  -1.769e-13      0.1327
44.4               6.616       6.617        10.1      -2.048      -1.434  -1.781e-13      0.1316
44.6               6.687       6.687       10.05      -2.026       -1.34  -1.617e-13      0.1245
44.8               6.713       6.713       10.01      -1.963      -1.332  -1.655e-13      0.1257
45                 6.731       6.731       9.964       -1.98      -1.252  -1.465e-13      0.1213
45.2               6.781       6.781        9.92      -1.934      -1.205  -1.398e-13      0.1165
45.4               6.812       6.812       9.876      -1.888      -1.176  -1.315e-13      0.1163
45.6               6.837       6.837       9.833      -1.867      -1.129  -1.352e-13      0.1149
45.8               6.872       6.872        9.79      -1.807      -1.111   -1.31e-13      0.1143
46                 6.918       6.918       9.747      -1.777      -1.052   -1.22e-13      0.1046
46.2               6.918       6.918       9.705      -1.764      -1.022    -1.1e-13      0.1076
46.4               6.984       6.984       9.663        -1.7     -0.9791  -9.781e-14      0.1046
46.6               7.026       7.026       9.622      -1.641      -0.955  -9.912e-14      0.1041
46.8               7.014       7.014        9.58      -1.659     -0.9079  -9.327e-14      0.1007
47                 7.064       7.064        9.54       -1.59     -0.8864  -9.401e-14      0.1005
47.2               7.085       7.085       9.499      -1.551     -0.8637  -8.629e-14      0.0969
47.4               7.091       7.091       9.459      -1.548     -0.8203  -8.163e-14     0.09063
47.6               7.135       7.135       9.419      -1.489     -0.7949   -6.49e-14     0.09116
47.8               7.158       7.158        9.38      -1.478     -0.7441  -6.718e-14      0.0912
48                 7.152       7.152       9.341      -1.465     -0.7245  -7.822e-14     0.08845
48.2               7.176       7.176       9.302      -1.444     -0.6813  -6.691e-14     0.08206
48.4               7.193       7.193       9.264      -1.385     -0.6858  -5.825e-14     0.08031
48.6               7.217       7.217       9.226      -1.363     -0.6458  -6.155e-14     0.07961
48.8               7.255       7.255       9.188        -1.3      -0.633  -5.233e-14     0.07681
49                 7.247       7.247        9.15      -1.297     -0.6062  -5.023e-14     0.07441
49.2               7.271       7.271       9.113       -1.26     -0.5823  -5.823e-14     0.07948
49.4               7.273       7.273       9.076      -1.256     -0.5476  -4.081e-14     0.07465
49.6               7.297       7.297        9.04      -1.213     -0.5288  -3.912e-14     0.07476
49.8               7.308       7.308       9.003      -1.174      -0.522  -3.915e-14     0.07035
50                 7.326       7.326       8.967      -1.141     -0.4999  -3.818e-14     0.06663
50.2               7.349       7.349       8.932      -1.103     -0.4794  -3.462e-14     0.07385
50.4               7.343       7.344       8.896      -1.087     -0.4656   -3.39e-14     0.07018
50.6               7.339       7.339       8.861      -1.074     -0.4485  -3.817e-14     0.06326
50.8               7.355       7.355       8.826      -1.038     -0.4332  -2.689e-14     0.06284
51                 7.394       7.394       8.791     -0.9927     -0.4046  -2.804e-14     0.06534
51.2               7.376       7.376       8.757     -0.9689     -0.4125  -2.549e-14     0.05768
51.4               7.384       7.384       8.723     -0.9315      -0.408  -2.701e-14     0.06258
51.6               7.377       7.377       8.689     -0.9465     -0.3655  -2.084e-14     0.06444
51.8               7.367       7.367       8.656     -0.9377     -0.3506   -1.83e-14     0.05222
52                 7.413       7.413       8.622     -0.8595     -0.3502  -2.459e-14     0.06389
52.2               7.443       7.443       8.589     -0.8335     -0.3132  -3.003e-14     0.05774
52.4               7.383       7.383       8.557     -0.8577      -0.316   -1.45e-14     0.05411
52.6                 7.4         7.4       8.524     -0.8158     -0.3084  -1.353e-14     0.05214
52.8               7.398       7.398       8.492     -0.7968     -0.2968  -1.517e-14     0.05608
53                 7.426       7.426        8.46     -0.7658     -0.2677  -1.515e-14     0.04515
53.2               7.397       7.397       8.428     -0.7511     -0.2796  -1.835e-14     0.04721
53.4               7.403       7.403       8.396     -0.7358     -0.2576  -1.788e-14     0.04015
53.6               7.395       7.395       8.365      -0.711     -0.2591  -1.563e-14     0.04588
53.8               7.398       7.398       8.334     -0.6889     -0.2469  -1.182e-14     0.04275
54                  7.39        7.39       8.303     -0.6603     -0.2524  -1.923e-14     0.04293
54.2               7.403       7.403       8.272     -0.6663     -0.2027  -8.241e-15     0.04284
54.4               7.356       7.356       8.242     -0.6756     -0.2107  -1.041e-14     0.04549
54.6               7.369       7.369       8.212     -0.6199     -0.2234  -9.832e-15     0.04023
54.8               7.372       7.372       8.182     -0.6049     -0.2047  -6.242e-15     0.04506
55                 7.346       7.346       8.152     -0.6044     -0.2012  -1.015e-14     0.04086
55.2               7.366       7.366       8.122     -0.5629     -0.1937  -5.302e-16     0.03666
55.4               7.352       7.352       8.093     -0.5599      -0.181  -7.932e-15     0.03114
55.6               7.344       7.344       8.064     -0.5369     -0.1834  -8.755e-15     0.03895
55.8               7.356       7.356       8.035     -0.5121     -0.1671  -4.603e-16     0.03617
56                 7.347       7.347       8.007      -0.504     -0.1554  -4.733e-15     0.03619
56.2                7.32        7.32       7.978     -0.4948     -0.1635   -4.98e-15     0.03554
56.4               7.325       7.325        7.95     -0.4757      -0.149   -9.34e-15     0.04174
56.6               7.315       7.315       7.922     -0.4537     -0.1533   -9.42e-15     0.03432
56.8               7.295       7.295       7.894     -0.4565     -0.1425  -4.977e-15     0.03198
57                 7.313       7.313       7.866     -0.4188     -0.1339  -5.238e-15     0.03401
57.2               7.303       7.303       7.839      -0.406     -0.1299  -1.715e-15     0.02945
57.4               7.278       7.278       7.811     -0.4013      -0.132   -3.94e-15     0.03302
57.6               7.252       7.252       7.784     -0.4103     -0.1214  -4.973e-15     0.03351
57.8               7.264       7.264       7.757     -0.3813      -0.112   -1.11e-14      0.0296
58                 7.233       7.233        7.73     -0.3688     -0.1287  -9.615e-16     0.03335
58.2               7.224       7.224       7.704     -0.3673     -0.1128  -4.142e-15     0.02902
58.4                7.24        7.24       7.678     -0.3327     -0.1051    -4.8e-15     0.02515
58.6               7.199       7.199       7.651     -0.3522     -0.1002  -5.081e-16     0.02345
58.8               7.198       7.198       7.625     -0.3356    -0.09127   1.411e-15     0.02419
59                 7.195       7.195       7.599     -0.3151    -0.08896    4.39e-15      0.0284
59.2               7.149       7.149       7.574     -0.3325    -0.09223  -1.139e-15     0.02281
59.4               7.144       7.144       7.548     -0.3054    -0.09859  -2.454e-15      0.0278
59.6               7.145       7.145       7.523     -0.2921    -0.08566  -6.629e-15     0.02684
59.8               7.148       7.148       7.498     -0.2614    -0.08815  -5.997e-15     0.02222
60                  7.13        7.13       7.473     -0.2569    -0.08636   3.874e-16     0.02169
60.2               7.068       7.068       7.448     -0.3028    -0.07667  -3.683e-16     0.02183
60.4               7.111       7.111       7.423      -0.248     -0.0644  -1.502e-15     0.01856
60.6                7.08        7.08       7.399     -0.2449    -0.07396   -4.26e-15     0.02238
60.8               7.067       7.067       7.374     -0.2358    -0.07104  -1.792e-15     0.02243
61                  7.05        7.05        7.35     -0.2402    -0.05971   8.287e-16     0.01445
61.2               7.042       7.042       7.326     -0.2142    -0.06979   -1.51e-15     0.01875
61.4               7.022       7.022       7.302     -0.2056    -0.07506  -1.909e-15     0.01825
61.6               7.007       7.007       7.279     -0.2172    -0.05477  -1.506e-15     0.01657
61.8               6.981       6.981       7.255     -0.2156    -0.05839  -3.437e-15     0.01313
62                 6.993       6.993       7.232     -0.1843    -0.05446  -3.667e-16     0.01124
62.2               6.972       6.972       7.208     -0.1816    -0.05501  -1.293e-15     0.02109
62.4               6.939       6.939       7.185     -0.1945    -0.05208  -4.519e-15     0.01337
62.6               6.938       6.938       7.162     -0.1698    -0.05481   1.692e-15     0.01173
62.8               6.929       6.929       7.139     -0.1643    -0.04637  -3.129e-15     0.01529
63                 6.901       6.901       7.117     -0.1748    -0.04151   -1.09e-15     0.01184
63.2               6.876       6.876       7.094     -0.1725      -0.046   7.476e-16     0.01455
63.4               6.854       6.854       7.072     -0.1758    -0.04232    1.49e-15     0.01176
63.6               6.858       6.858        7.05     -0.1498    -0.04207  -3.486e-15     0.01215
63.8               6.824       6.824       7.028     -0.1614     -0.0423  -4.721e-15    0.005848
64                 6.818       6.818       7.006     -0.1466     -0.0417  -3.973e-16     0.01008
64.2               6.796       6.796       6.984     -0.1537    -0.03409  -2.807e-15     0.01192
64.4               6.798       6.798       6.962     -0.1234    -0.04045  -5.708e-15     0.01229
64.6               6.762       6.762       6.941     -0.1412    -0.03724   1.048e-15    0.007826
64.8                6.75        6.75       6.919     -0.1351    -0.03443  -4.644e-15     0.01448
65                  6.76        6.76       6.898     -0.1089    -0.02858  -9.174e-16     0.01407
65.2               6.722       6.722       6.877     -0.1163    -0.03799   -4.11e-15     0.01064
65.4               6.729       6.729       6.856    -0.09422    -0.03211  -5.495e-16    0.004953
65.6               6.709       6.709       6.835    -0.09589    -0.02968  -1.347e-15     0.01119
65.8               6.666       6.666       6.814     -0.1176     -0.0304  -3.678e-15    0.009478
66                 6.663       6.663       6.793    -0.09875    -0.03123   -3.45e-15    0.003626
66.2               6.618       6.618       6.773     -0.1209    -0.03431  -8.745e-16    0.006117
66.4               6.636       6.636       6.752     -0.0908    -0.02616  -1.212e-15    0.004388
66.6               6.615       6.615       6.732    -0.09235    -0.02476  -1.303e-15    0.008061
66.8               6.602       6.602       6.712    -0.08173    -0.02836    1.98e-15  -0.0005788
67                 6.586       6.586       6.692    -0.08066    -0.02529   1.642e-15    0.009466
67.2               6.556       6.556       6.672    -0.09345    -0.02277   3.632e-16    0.008863
67.4               6.554       6.554       6.652    -0.08124    -0.01736  -1.879e-15    0.009062
67.6               6.529       6.529       6.633    -0.08085    -0.02224  -7.933e-16     0.01081
67.8               6.513       6.513       6.613    -0.07431    -0.02557  -2.653e-15    0.007962
68                 6.517       6.517       6.594    -0.06286    -0.01419  -9.881e-16    0.004939
68.2               6.514       6.514       6.574    -0.04913    -0.01124   -5.49e-16    0.005234
68.4               6.468       6.468       6.555    -0.06714    -0.01999   9.127e-16    0.006918
68.6               6.448       6.448       6.536    -0.06955    -0.01789  -3.637e-16    0.005963
68.8                6.44        6.44       6.517    -0.05955    -0.01771  -2.747e-15    0.004148
69                 6.415       6.415       6.498    -0.07141    -0.01192  -1.103e-15     0.01098
69.2               6.401       6.401       6.479    -0.06431    -0.01396  -9.268e-16   0.0009498
69.4               6.375       6.375       6.461     -0.0684    -0.01741   7.452e-17    0.004881
69.6               6.366       6.366       6.442    -0.06023    -0.01591  -1.448e-15    0.004597
69.8                6.35        6.35       6.424    -0.06177    -0.01197  -3.046e-15     0.01007
70                 6.314       6.314       6.405    -0.08132    -0.01022  -5.641e-15    0.005761
70.2               6.315       6.315       6.387    -0.05843    -0.01393   2.093e-16    0.003723
70.4               6.315       6.315       6.369    -0.04322    -0.01062  -4.093e-15    0.002136
70.6               6.294       6.294       6.351    -0.04728    -0.00994   -2.08e-15    0.004801
70.8               6.274       6.274       6.333    -0.04493    -0.01402  -2.056e-15    0.007585
71                 6.246       6.246       6.315    -0.05138    -0.01758  -1.401e-16     0.00232
71.2               6.251       6.251       6.297    -0.03649     -0.0102  -2.034e-15    0.003736
71.4               6.228       6.228        6.28    -0.03937    -0.01201  -1.125e-15    0.003433
71.6               6.202       6.202       6.262    -0.05363   -0.006266  -2.453e-15   -0.001071
71.8               6.194       6.194       6.245    -0.03559    -0.01469  -2.856e-15    0.006253
72                 6.158       6.158       6.227    -0.06074   -0.008962  -2.432e-15     0.00353
72.2               6.163       6.163        6.21    -0.03674   -0.009852   -1.89e-15    0.000503
72.4               6.144       6.144       6.193    -0.04173   -0.006697   -2.13e-15    0.006532
72.6               6.125       6.125       6.176    -0.04283   -0.008089  -3.029e-15    0.004923
72.8               6.111       6.111       6.159     -0.0426   -0.005642  -1.738e-15     0.00404
73                 6.103       6.103       6.142    -0.03356   -0.005289  -1.249e-15    0.003614
73.2               6.074       6.074       6.125    -0.04159   -0.009221  -7.157e-16    0.009367
73.4               6.057       6.057       6.108    -0.03873    -0.01281  -2.788e-15    0.006346
73.6               6.057       6.057       6.092    -0.02753    -0.00783  -1.752e-15   0.0006579
73.8                6.04        6.04       6.075    -0.02409     -0.0114  -1.269e-15    0.004648
74                 6.009       6.009       6.059    -0.04115    -0.00854  -3.924e-15    0.001196
74.2               6.005       6.005       6.043    -0.03739  -2.034e-05  -2.085e-15    0.006819
74.4               5.978       5.978       6.026     -0.0404   -0.007774  -8.206e-16   3.183e-05
74.6               5.971       5.971        6.01    -0.03091   -0.007925  -2.566e-15     0.00184
74.8               5.957       5.957       5.994    -0.02762   -0.009754  -9.165e-16    0.003868
75                 5.934       5.934       5.978    -0.03623   -0.007871  -2.584e-15    0.001506
75.2               5.904       5.904       5.962    -0.04719    -0.01078  -2.024e-15  -0.0008518
75.4               5.919       5.919       5.946    -0.02558   -0.002048  -2.127e-15    0.004012
75.6               5.903       5.903       5.931    -0.02008   -0.007202  -2.789e-16  -0.0008537
75.8               5.895       5.895       5.915    -0.01493   -0.005282  -2.376e-15    0.001413
76                 5.864       5.864         5.9      -0.032   -0.003651   1.053e-15  -0.0005595
76.2               5.846       5.846       5.884    -0.02773   -0.009867  -1.565e-15    0.007386
76.4               5.844       5.844       5.869    -0.02376   -0.001168   -1.26e-15  -0.0003736
76.6               5.816       5.816       5.853    -0.02931   -0.007662  -3.301e-15   -0.001728
76.8               5.824       5.824       5.838    -0.01182   -0.002575  -9.781e-16    0.005175
77                 5.791       5.791       5.823     -0.0264   -0.005417   4.176e-16    0.007434
77.2               5.798       5.798       5.808   -0.005602   -0.004186  -2.006e-15   -0.001752
77.4               5.756       5.756       5.793    -0.03322   -0.003683   2.455e-16    0.004455
77.6               5.765       5.765       5.778   -0.008701   -0.004498   3.095e-16    0.001355
77.8                5.74        5.74       5.763    -0.02088   -0.002264  -1.603e-15     0.00673
78                 5.727       5.727       5.748    -0.01869   -0.002421  -2.428e-15    0.001957
78.2               5.728       5.728       5.734   -0.000364   -0.005668  -4.985e-16   -0.004391
78.4                 5.7         5.7       5.719    -0.01285   -0.005591  -1.664e-16    0.002183
78.6               5.677       5.677       5.704    -0.02288   -0.004544  -3.712e-16    0.002017
78.8               5.671       5.671        5.69    -0.01493   -0.004278  -5.161e-16  -0.0001883
79                 5.658       5.658       5.675     -0.0169  -0.0005994   2.281e-16    0.003848
79.2               5.628       5.628       5.661    -0.02937   -0.003331  -2.572e-15  -0.0002721
79.4               5.619       5.619       5.647    -0.02641   -0.001177  -1.486e-15    0.006232
79.6               5.626       5.626       5.633   -0.005751  -0.0006133  -2.239e-15  -0.0008219
79.8                 5.6         5.6       5.619    -0.01205    -0.00648  -6.203e-16   0.0007831
80                  5.59        5.59       5.605   -0.009513   -0.005082  -1.954e-16   0.0002189
80.2               5.573       5.573       5.591    -0.01795    0.000725  -1.523e-15    0.007492
80.4               5.555       5.555       5.577    -0.02039   -0.001734  -1.217e-15    0.006147
80.6               5.538       5.538       5.563    -0.02288   -0.002114  -5.358e-16  -0.0005911
80.8               5.528       5.528       5.549    -0.01522   -0.005632   -1.74e-15    0.001927
81                 5.518       5.518       5.535    -0.01489   -0.002031  -3.854e-16    0.001243
81.2               5.516       5.516       5.522   -0.006976    0.001041    3.17e-17   0.0006632
81.4               5.494       5.494       5.508    -0.01278   -0.001604  -3.633e-16   -0.002574
81.6               5.485       5.485       5.495    -0.01023   0.0006239  -1.065e-17   -0.002228
81.8                5.47        5.47       5.481    -0.00763   -0.003421   -1.64e-16   -0.002138
82                 5.442       5.442       5.468    -0.02228   -0.003297     1.9e-15   -0.002943
82.2                5.44        5.44       5.455   -0.008564   -0.005519   6.699e-16    0.001552
82.4               5.431       5.431       5.441   -0.008064   -0.002365  -1.017e-15   0.0008481
82.6               5.422       5.422       5.428   -0.002266   -0.003925   3.399e-16    0.002806
82.8               5.414       5.414       5.415   0.0001444   -0.001089  -5.015e-16    0.002734
83                 5.397       5.397       5.402    -0.00308   -0.002021   5.023e-16    -0.00216
83.2               5.367       5.367       5.389     -0.0242    0.002224   4.651e-17    0.002234
83.4               5.363       5.363       5.376    -0.01008   -0.002928  -1.546e-15  -0.0008119
83.6               5.351       5.351       5.363   -0.009492   -0.002722  -2.017e-16   -0.002064
83.8               5.347       5.347        5.35   -0.001638   -0.001355  -1.398e-15   -0.002164
84                 5.329       5.329       5.338   -0.006385   -0.002713  -4.352e-17     0.00185
84.2               5.311       5.311       5.325    -0.01096   -0.002827   3.967e-16    0.006064
84.4               5.288       5.288       5.312    -0.02211   -0.002066   6.424e-16   6.916e-05
84.6               5.284       5.284         5.3     -0.0174    0.001149  -8.615e-16    0.001816
84.8               5.273       5.273       5.287    -0.01137   -0.003124  -1.269e-15    0.004968
85                 5.267       5.267       5.275   -0.008628   0.0006858   1.922e-15   -0.008586
85.2               5.262       5.262       5.262   0.0005875   -0.001096   3.198e-16   -0.002279
85.4               5.244       5.244        5.25   -0.004114   -0.001803   6.684e-16   -0.000544
85.6               5.243       5.243       5.238    0.008091   -0.003069  -1.207e-15   -0.001621
85.8               5.214       5.214       5.226    -0.01165   0.0003166   1.232e-15   -0.001955
86                 5.199       5.199       5.214    -0.01289   -0.001997  -4.135e-16   -0.003241
86.2               5.204       5.204       5.201    0.005404   -0.003078   7.734e-16   -0.004592
86.4               5.181       5.181       5.189   -0.009477   0.0005878    1.35e-16    0.002741
86.6               5.172       5.172       5.177   -0.006407    0.001437   1.219e-15    0.001728
86.8               5.152       5.152       5.165   -0.009261   -0.004042   1.702e-15    0.006481
87                 5.157       5.157       5.154    0.007157   -0.003861  -4.431e-16   -0.001236
87.2               5.135       5.135       5.142   -0.002378   -0.003966    -2.5e-16  -0.0001219
87.4               5.129       5.129        5.13    0.004082    -0.00518   1.706e-15   -0.001574
87.6                5.11        5.11       5.118   -0.009731     0.00184   8.386e-16    0.002979
87.8               5.108       5.108       5.107  -0.0004079    0.001333   8.781e-16    0.006347
88                 5.096       5.096       5.095    0.001186   0.0001142   3.896e-16   -0.003771
88.2               5.086       5.086       5.083     0.00272  -0.0006107  -5.081e-16     0.00106
88.4               5.068       5.068       5.072    -0.00445   0.0007191   9.333e-17   -0.005064
88.6               5.062       5.062       5.061    0.001025   0.0004399   1.167e-16   -0.001754
88.8               5.041       5.041       5.049   -0.006808   -0.001795   3.975e-17    0.002534
89                 5.039       5.039       5.038    0.000277   0.0007948    3.58e-17    0.003199
89.2               5.022       5.022       5.027   -0.004282  -0.0004138   6.767e-16   -0.001062
89.4               5.017       5.017       5.015   0.0009215   0.0007177   1.154e-16    0.002228
89.6               5.013       5.013       5.004     0.01048   -0.001714   1.502e-16    0.003794
89.8               4.988       4.988       4.993   -0.004285    -0.00102   1.367e-15     0.00474
90                 4.984       4.984       4.982     0.00466   -0.002735    3.34e-16   0.0004026
90.2               4.971       4.971       4.971  -0.0003093   0.0008739  -3.302e-16   -0.003103
90.4                4.96        4.96        4.96   -0.002215    0.002183   5.135e-17  -0.0005275
90.6               4.957       4.956       4.949    0.005383    0.002265   7.364e-16   -0.005812
90.8               4.945       4.945       4.938    0.005626    0.001173   2.193e-16    0.001062
91                 4.925       4.925       4.927   -0.005008    0.002591   2.762e-16   0.0004187
91.2               4.921       4.921       4.916    0.003752    0.001028  -3.364e-16   -0.003156
91.4               4.911       4.911       4.906    0.008419   -0.003162  -7.826e-17    0.005352
91.6               4.898       4.898       4.895    0.004046  -0.0007028  -8.665e-17    0.005891
91.8                4.89        4.89       4.884    0.005147   0.0006349   9.512e-16   -0.005208
92                 4.865       4.865       4.874   -0.007956  -0.0006841    4.08e-16  -0.0006039
92.2               4.869       4.869       4.863    0.005504   0.0004749  -8.633e-16   -0.007226
92.4               4.852       4.852       4.852   0.0007996  -0.0008743    1.08e-15    0.001293
92.6               4.846       4.846       4.842    0.006241   -0.002059  -7.516e-16     -0.0043
92.8               4.836       4.836       4.832    0.004126   0.0007834    1.03e-15    0.005272
93                 4.816       4.816       4.821    -0.00537   -0.000137   9.008e-16   0.0001898
93.2               4.821       4.821       4.811      0.0103   -0.000586   9.386e-17   -0.003801
93.4               4.806       4.806         4.8    0.005868  -0.0007142    3.83e-16   -0.004898
93.6               4.796       4.796        4.79    0.006348  -0.0003999  -7.169e-16   -0.006312
93.8               4.791       4.791        4.78     0.01096  -0.0001199   1.006e-15   -0.001722
94                 4.777       4.777        4.77    0.007632  -0.0001546   7.165e-17    0.001802
94.2               4.756       4.756        4.76   -0.002562   -0.001201   8.427e-16     -0.0019
94.4               4.757       4.757        4.75    0.006732   0.0007893   5.849e-16    0.001156
94.6               4.741       4.741        4.74    0.002368   -0.000637   1.262e-15   -0.002083
94.8               4.732       4.732        4.73     0.00184   0.0003497  -1.053e-17   -0.006073
95                 4.726       4.726        4.72    0.006055   0.0002086  -3.633e-16   -0.009044
95.2                4.71        4.71        4.71   0.0003438    0.000156   1.114e-15   -0.003411
95.4               4.703       4.703         4.7    0.004681    -0.00153  -4.357e-16   -0.005011
95.6               4.683       4.683        4.69   -0.006489  -0.0008982   6.942e-16   -0.003108
95.8               4.682       4.682        4.68    0.001765   0.0002566   4.203e-16   2.717e-06
96                 4.681       4.681        4.67    0.009873   0.0009471  -2.623e-17   -0.004676
96.2               4.652       4.652       4.661   -0.005824   -0.002628  -1.029e-15   -0.003342
96.4               4.657       4.657       4.651    0.005637  -7.229e-06  -4.959e-16   -0.004523
96.6               4.642       4.642       4.641  -0.0003791   0.0004957   2.771e-16   0.0008097
96.8               4.636       4.636       4.632    0.004567  -8.131e-05   7.502e-16    -0.00554
97                 4.615       4.615       4.622   -0.005986   -0.001613  -2.774e-17   -0.003915
97.2               4.613       4.613       4.613    0.001144   -0.001134   7.897e-16   -0.009057
97.4               4.601       4.601       4.603   -0.003459    0.001208   4.813e-16   -0.005726
97.6               4.599       4.599       4.594    0.003124    0.001839   7.567e-16    -0.00956
97.8               4.595       4.595       4.584    0.009649   0.0006751   4.077e-16    -0.00517
98                 4.586       4.586       4.575    0.008567    0.002763   1.406e-16   -0.004065
98.2               4.559       4.559       4.566   -0.007232   0.0007205  -4.003e-16   -0.005093
98.4               4.559       4.559       4.557  -0.0002551    0.002377  -1.893e-16    -0.01175
98.6               4.541       4.541       4.547   -0.008371    0.001975   3.686e-16   -0.004318
98.8               4.549       4.549       4.538     0.01299   -0.001707   5.395e-16   -0.004896
99                 4.531       4.531       4.531     0.00109   -0.001017   1.277e-16   -0.006034
