# Multipolar energy analysis (kT)
# r/AA             exact       total      ionion      iondip      dipdip     ionquad     mucorr
58                 7.652       7.653        7.73    -0.07537  -0.0001297   -0.001969   -0.005054
58.2               7.632       7.633       7.704    -0.06894   -8.62e-05   -0.001994   -0.006373
58.4               7.606       7.607       7.677    -0.06802  -4.681e-05   -0.002365    -0.01024
58.6               7.576       7.577       7.651    -0.07325  -0.0001041   -0.001303   -0.000257
58.8               7.553       7.554       7.625    -0.07053  -0.0001327  -0.0009528   -0.005136
59                 7.527       7.528       7.599    -0.06925  -0.0001281   -0.001843   -0.007893
59.2               7.504       7.505       7.574     -0.0674  -0.0001951   -0.001446    -0.01165
59.4               7.482       7.483       7.548     -0.0635  -0.0001506   -0.001697   0.0008675
59.6               7.458       7.459       7.523    -0.06233   1.837e-05   -0.002014   -0.005658
59.8               7.434       7.435       7.498     -0.0611  -0.0001812   -0.001444    0.005673
60                  7.41       7.411       7.473    -0.06081  -0.0003274  -0.0009119   -0.005266
60.2               7.388       7.389       7.448      -0.058  -0.0002007  -0.0009985   -0.006218
60.4               7.363       7.363       7.423    -0.05865  -2.707e-05   -0.001247   -0.004315
60.6               7.336       7.336       7.399    -0.06082   -5.32e-05   -0.001537   -0.002918
60.8               7.315       7.316       7.374    -0.05775   1.049e-05   -0.001008    0.003626
61                 7.295       7.296        7.35    -0.05336   3.206e-05   -0.001183    -0.00249
61.2               7.267       7.268       7.326    -0.05648  -0.0006353   -0.001362    0.007067
61.4               7.246       7.247       7.302    -0.05393  -0.0003263   -0.001011   -0.002025
61.6               7.225       7.225       7.279    -0.05149  -5.407e-06    -0.00169    0.005114
61.8               7.205       7.205       7.255    -0.04813  -0.0003323   -0.001287   -0.001025
62                 7.178       7.179       7.232    -0.05167  -9.555e-05  -0.0008857   -0.002493
62.2                7.16        7.16       7.208    -0.04634  -0.0003171   -0.001573   -0.000184
62.4               7.136       7.137       7.185    -0.04718   5.675e-06   -0.001371  -0.0007329
62.6               7.114       7.114       7.162     -0.0473   1.582e-05  -0.0007506    -0.00194
62.8               7.093       7.093       7.139    -0.04488   4.589e-05   -0.001336    0.006049
63                 7.069        7.07       7.117    -0.04639   0.0003021  -0.0007182   -0.002976
63.2               7.047       7.047       7.094    -0.04635  -2.951e-05  -0.0006747   -0.005808
63.4                7.03       7.031       7.072    -0.04055  -1.444e-06  -0.0006847  -0.0006657
63.6               7.004       7.004        7.05    -0.04466  -0.0002708  -0.0004189   -0.006949
63.8               6.984       6.985       7.028    -0.04158  -0.0001709   -0.001062    0.005571
64                 6.965       6.965       7.006    -0.03964  -4.776e-05  -0.0008747  -0.0007485
64.2               6.941       6.941       6.984     -0.0423    0.000263  -0.0004022   -0.001401
64.4                6.92        6.92       6.962    -0.04105   6.863e-05  -0.0009666    0.001454
64.6               6.899       6.899       6.941     -0.0403  -0.0003649  -0.0005522   0.0008169
64.8                6.88        6.88       6.919    -0.03845  -0.0001322  -0.0006166   0.0002747
65                 6.864       6.864       6.898    -0.03298  -2.756e-05  -0.0006742   -0.003531
65.2               6.841       6.841       6.877    -0.03497  -4.136e-05  -0.0005239    0.003219
65.4               6.821       6.822       6.856    -0.03372  -5.409e-05  -0.0004269    0.008625
65.6               6.796       6.796       6.835    -0.03801  -8.263e-05  -0.0006395    -0.00753
65.8               6.779       6.779       6.814    -0.03364  -0.0004569  -0.0007815   -0.001075
66                  6.76        6.76       6.793    -0.03213  -0.0003187  -0.0005879  -0.0009289
66.2               6.739       6.739       6.773    -0.03306    8.56e-05  -0.0004434    0.005356
66.4               6.718       6.719       6.753    -0.03327   8.507e-05  -0.0005072   -0.003922
66.6               6.701       6.702       6.732    -0.02962  -0.0002381  -0.0007725    -0.00672
66.8               6.683       6.683       6.712    -0.02856   8.188e-05  -0.0005539  -0.0001691
67                  6.66       6.661       6.692    -0.03068   2.821e-08  -0.0007926  -8.088e-05
67.2                6.64       6.641       6.672    -0.03095   9.194e-06  -0.0003481    -0.00194
67.4                6.62       6.621       6.652    -0.03096  -0.0001053  -0.0005573    0.000931
67.6               6.605       6.605       6.633    -0.02686  -0.0001196  -0.0004421    0.000188
67.8               6.583       6.583       6.613    -0.02975    9.88e-05  -0.0005607   -0.004481
68                 6.567       6.567       6.594    -0.02628  -0.0001221  -0.0004117    0.001889
68.2               6.545       6.546       6.574    -0.02822   5.844e-05  -0.0003837   -0.001548
68.4               6.526       6.526       6.555    -0.02839  -9.064e-06  -0.0002738    -0.00742
68.6                6.51        6.51       6.536    -0.02536  -2.403e-05  -0.0005359   -0.004625
68.8                6.49        6.49       6.517    -0.02685  -0.0001189  -0.0002629   0.0003148
69                 6.475       6.475       6.498    -0.02321  -1.064e-05   1.933e-05   9.763e-05
69.2               6.452       6.452       6.479    -0.02645  -9.086e-05  -0.0007009   -0.001186
69.4               6.435       6.436       6.461    -0.02465   4.413e-05  -0.0004028  -0.0008352
69.6                6.42        6.42       6.442    -0.02146  -7.521e-05   -0.000112   -0.004819
69.8               6.402       6.402       6.424    -0.02082  -0.0001225  -0.0005887   -0.005617
70                  6.38        6.38       6.405      -0.025   -1.89e-05  -0.0003914   0.0007327
70.2               6.365       6.365       6.387    -0.02157  -0.0001655  -0.0003205    0.001892
70.4               6.345       6.345       6.369    -0.02326  -4.979e-05  -0.0003695   -0.001106
70.6                6.33        6.33       6.351    -0.02044  -5.153e-05  -0.0003195  -0.0008045
70.8               6.311       6.311       6.333     -0.0219  -4.403e-05  -0.0002578   -0.001617
71                 6.296       6.296       6.315     -0.0182  -0.0001421  -0.0003952    0.007091
71.2               6.278       6.278       6.297    -0.01888   2.566e-05  -0.0005077   -0.000561
71.4               6.262       6.262        6.28    -0.01694   5.769e-05  -0.0003377   -0.002399
71.6               6.241       6.242       6.262    -0.02023   3.088e-05  -0.0003341   0.0009329
71.8               6.226       6.226       6.245    -0.01832  -0.0001145  -0.0004036   -0.001618
72                 6.208       6.208       6.227    -0.01864  -0.0001334  -0.0002004  -0.0004671
72.2               6.192       6.192        6.21     -0.0179  -2.948e-05  -0.0003883   0.0001537
72.4               6.172       6.172       6.193    -0.02086  -3.915e-05  -0.0003783   -0.002031
72.6               6.156       6.156       6.176    -0.01923  -0.0002623  -0.0001917    0.003208
72.8               6.137       6.138       6.159    -0.02057   3.643e-06    -0.00063    0.001526
73                 6.127       6.127       6.142    -0.01482  -0.0001263  -9.579e-05   -0.005205
73.2               6.106       6.106       6.125    -0.01866   7.323e-06  -0.0003852   -0.002408
73.4                6.09        6.09       6.109    -0.01743  -4.608e-05  -0.0006134    0.001704
73.6               6.078       6.078       6.092    -0.01334  -8.324e-05  -0.0001405   -0.006391
73.8               6.059       6.059       6.075     -0.0163  -0.0001245  -0.0003467   -0.001997
74                  6.04        6.04       6.059    -0.01832   9.288e-05  -0.0003457    0.001853
74.2               6.026       6.026       6.043    -0.01642   -5.13e-05   -0.000339   -0.006037
74.4                6.01        6.01       6.026     -0.0162  -1.775e-05  -0.0004269   -0.000389
74.6               5.996       5.996        6.01    -0.01344  -0.0001049  -0.0002282    0.001081
74.8               5.978       5.978       5.994     -0.0156  -1.745e-05  -0.0002928   -0.001619
75                 5.962       5.962       5.978    -0.01541  -9.874e-05  -0.0003336    0.000769
75.2               5.949       5.949       5.962    -0.01349  -4.305e-05  -5.873e-05   -0.001749
75.4               5.933       5.933       5.947    -0.01359  -0.0001039  -0.0003044   -0.005313
75.6               5.915       5.915       5.931    -0.01547  -3.864e-05  -0.0003752   0.0004659
75.8               5.901       5.901       5.915    -0.01383   2.048e-05  -0.0002619    0.002897
76                 5.884       5.884         5.9    -0.01505  -3.711e-05  -0.0003121   0.0006423
76.2               5.872       5.872       5.884    -0.01158   1.711e-05  -0.0002216   -0.002085
76.4               5.856       5.856       5.869     -0.0121  -0.0001686   -0.000118   0.0004623
76.6                5.84        5.84       5.853    -0.01313  -0.0001003  -0.0001223   0.0006068
76.8               5.825       5.825       5.838    -0.01284  -2.877e-05  -0.0002145    0.002076
77                  5.81        5.81       5.823     -0.0122  -5.741e-05  -0.0002526   0.0008348
77.2               5.795       5.795       5.808    -0.01224  -1.223e-05  -0.0003781      0.0058
77.4               5.779       5.779       5.793    -0.01326  -5.534e-05  -7.543e-05   -0.005915
77.6               5.767       5.767       5.778    -0.01099   2.363e-05  -0.0001345   0.0009333
77.8                5.75        5.75       5.763    -0.01305   6.282e-05  -0.0001765   -0.003122
78                 5.737       5.737       5.748    -0.01074  -2.348e-06  -0.0002734    -0.00145
78.2               5.723       5.723       5.734    -0.01082  -1.963e-05   2.362e-05   7.886e-05
78.4                5.71        5.71       5.719   -0.008942   2.131e-05   -8.46e-05   -0.002062
78.6               5.694       5.694       5.704   -0.009749   4.821e-05  -0.0002325   -0.004392
78.8                5.68        5.68        5.69   -0.009877  -6.233e-05   -6.89e-05    0.003469
79                 5.665       5.665       5.675    -0.01022   6.312e-05  -0.0002277    0.004315
79.2               5.651       5.651       5.661    -0.01044   4.469e-05  -3.287e-05    0.003167
79.4               5.637       5.637       5.647    -0.00986   4.897e-05  -0.0002847    0.004539
79.6               5.625       5.625       5.633   -0.007414   1.264e-05  -2.572e-05  -0.0003053
79.8                5.61        5.61       5.619   -0.008432  -6.298e-05  -0.0001824   -0.002473
80                 5.594       5.594       5.605   -0.009976  -3.738e-05   -6.16e-05  -0.0004441
80.2               5.581       5.581       5.591   -0.009582  -2.793e-05  -0.0002138    0.002379
80.4                5.57        5.57       5.577   -0.006274   6.525e-07  -0.0001177    0.002295
80.6               5.552       5.552       5.563    -0.01057  -1.084e-05   -0.000211   -0.002082
80.8               5.542       5.542       5.549   -0.006884   4.829e-05   0.0001095  -0.0009587
81                 5.526       5.526       5.535   -0.009221   7.968e-05  -0.0001983   -0.001019
81.2               5.513       5.513       5.522   -0.008316  -2.801e-05   -0.000131   -0.001085
81.4               5.499       5.499       5.508    -0.00882  -5.532e-05  -0.0001685   -0.004372
81.6               5.488       5.488       5.495   -0.006654   3.244e-05  -0.0001127   -0.002712
81.8               5.474       5.474       5.481   -0.007048   5.812e-05  -5.199e-05  -0.0003761
82                  5.46        5.46       5.468   -0.007671  -1.622e-05  -0.0001613   -0.002798
82.2               5.448       5.448       5.455   -0.006346   1.349e-05  -0.0002084   -0.002563
82.4               5.434       5.434       5.441   -0.007628    0.000108  -0.0001024    1.38e-05
82.6                5.42        5.42       5.428   -0.007544  -1.478e-05  -0.0001029  -0.0001649
82.8                5.41        5.41       5.415   -0.004921   7.132e-05  -0.0001133   -0.003108
83                 5.394       5.394       5.402   -0.008296   6.157e-05  -6.634e-05    0.005682
83.2               5.382       5.382       5.389   -0.007015    0.000132  -0.0001928   0.0003486
83.4               5.369       5.369       5.376     -0.0074  -8.284e-06  -9.275e-05   -0.003221
83.6               5.357       5.357       5.363   -0.006239   1.175e-05   -0.000279   0.0002899
83.8               5.343       5.343        5.35   -0.007158   8.341e-06  -0.0001704   -0.002698
84                  5.33        5.33       5.338   -0.007052  -4.605e-05  -0.0001926   -0.005495
84.2               5.318       5.318       5.325   -0.007013  -4.968e-06  -1.639e-05   -0.003049
84.4               5.304       5.304       5.312   -0.008212   3.636e-05  -0.0001583   -0.003801
84.6               5.292       5.292         5.3   -0.007528   1.062e-05  -1.621e-05   -0.005538
84.8               5.281       5.281       5.287   -0.006097  -4.166e-05  -3.689e-05   -0.004529
85                  5.27        5.27       5.275   -0.005163  -6.423e-05   4.223e-05  -0.0004927
85.2               5.256       5.257       5.262   -0.005749  -5.358e-05  -0.0001496    0.001071
85.4               5.244       5.244        5.25   -0.006201   2.769e-07  -0.0001787    0.003657
85.6               5.232       5.232       5.238   -0.005703  -1.597e-05  -8.485e-06   -0.006874
85.8               5.218       5.218       5.226   -0.007314  -1.074e-05  -9.848e-05   -0.004571
86                 5.208       5.208       5.214   -0.005673  -9.432e-06    -0.00017   0.0005429
86.2               5.196       5.196       5.201   -0.005171   1.126e-05  -0.0001414   -0.003057
86.4               5.183       5.183       5.189   -0.006282   3.546e-06  -2.068e-05   -0.001238
86.6               5.172       5.172       5.177      -0.005  -8.234e-05  -0.0001062   -0.002815
86.8               5.162       5.162       5.165   -0.003467  -1.304e-05  -1.693e-05  -0.0008546
87                  5.15        5.15       5.154   -0.003484  -3.265e-06  -0.0001205   -0.002553
87.2               5.138       5.138       5.142   -0.004015  -0.0001173  -6.587e-05   -0.001881
87.4               5.125       5.125        5.13   -0.004497  -3.277e-05  -6.966e-05   -0.002862
87.6               5.113       5.113       5.118   -0.005812   4.531e-06   3.241e-05   -0.004303
87.8               5.101       5.101       5.107   -0.005652  -9.632e-05  -0.0001207   -0.005496
88                 5.091       5.091       5.095   -0.004385   -4.26e-05  -8.143e-05   -0.001387
88.2               5.079       5.079       5.084   -0.004211  -6.592e-05  -7.822e-05   -0.004626
88.4               5.067       5.067       5.072    -0.00513  -1.191e-05  -0.0001538    0.002599
88.6               5.055       5.055       5.061   -0.005369  -4.796e-05  -0.0002015  -0.0007426
88.8               5.043       5.043       5.049   -0.005926   -5.23e-05  -0.0001329   -0.001544
89                 5.031       5.031       5.038   -0.006504    1.26e-05  -0.0001765   -0.004798
89.2               5.022       5.022       5.027   -0.004756  -2.064e-05   4.771e-05   -0.003565
89.4               5.011       5.011       5.015   -0.003919  -0.0001004  -9.984e-06   -0.001675
89.6               5.001       5.001       5.004   -0.002682  -7.643e-05    8.08e-05   -0.001424
89.8               4.989       4.989       4.993   -0.003935  -7.039e-05  -6.451e-05   -0.001809
90                 4.976       4.976       4.982     -0.0054   -1.99e-05  -4.535e-05   -0.006986
90.2               4.967       4.967       4.971   -0.003326   -4.68e-05   -5.51e-05   -0.001544
90.4               4.955       4.955        4.96   -0.004299  -3.338e-05  -3.618e-05   -0.003241
90.6               4.945       4.945       4.949   -0.004144  -5.723e-05  -4.561e-05   -0.002025
90.8               4.934       4.934       4.938   -0.003906  -4.657e-05  -0.0001687  -0.0009056
91                 4.923       4.923       4.927   -0.003889  -1.379e-05  -2.151e-05    0.001165
91.2               4.913       4.913       4.916   -0.003661  -7.132e-06  -2.862e-05   -0.005324
91.4               4.901       4.901       4.906   -0.004396    1.17e-05   3.874e-05   -0.005337
91.6               4.892       4.892       4.895   -0.003006   3.437e-06  -4.765e-05   -0.002028
91.8               4.881       4.881       4.884   -0.003625   3.927e-05  -1.427e-05   0.0008237
92                 4.871       4.871       4.874   -0.002467  -6.836e-05   1.791e-05     -0.0043
92.2               4.859       4.859       4.863   -0.003856  -4.484e-05   2.013e-06     0.00199
92.4               4.849       4.849       4.852   -0.003582  -6.032e-05  -6.526e-05    0.000401
92.6               4.839       4.839       4.842   -0.003478   4.005e-05   1.262e-05   0.0009685
92.8               4.829       4.829       4.832   -0.002972  -5.733e-06   7.397e-05   3.074e-06
93                 4.818       4.818       4.821   -0.003126  -3.499e-05   2.428e-05   -0.006272
93.2               4.809       4.809       4.811   -0.002026   -3.35e-05  -1.579e-05   0.0009725
93.4               4.798       4.798         4.8    -0.00248  -1.199e-05  -3.015e-05   -0.006023
93.6               4.787       4.787        4.79   -0.003272    2.76e-06  -1.378e-05   0.0003715
93.8               4.777       4.777        4.78   -0.002543  -1.954e-05  -1.905e-05   -0.006668
94                 4.767       4.767        4.77   -0.002595  -3.828e-05   4.877e-05   7.071e-05
94.2               4.758       4.758        4.76   -0.001443  -3.505e-06    4.71e-06   0.0009877
94.4               4.746       4.746        4.75   -0.003597  -1.077e-05  -9.749e-08   -0.001887
94.6               4.738       4.738        4.74    -0.00195   3.333e-05  -0.0001289   -0.001901
94.8               4.727       4.727        4.73   -0.002126  -3.095e-05   1.619e-05   -0.003509
95                 4.718       4.718        4.72   -0.001871   1.404e-05  -1.774e-05   -0.003017
95.2               4.708       4.708        4.71   -0.002113   -1.86e-05   2.693e-05   -0.002851
95.4               4.698       4.698         4.7   -0.002161  -5.728e-05  -3.413e-05   -0.004451
95.6               4.688       4.688        4.69   -0.001665    6.09e-06   1.978e-05    0.001793
95.8               4.678       4.678        4.68   -0.001867  -2.708e-05  -8.972e-06   -0.001869
96                 4.668       4.668        4.67   -0.002437   2.344e-05   1.571e-05    0.001547
96.2               4.659       4.659       4.661   -0.001844  -2.162e-05  -0.0001368    0.001385
96.4                4.65        4.65       4.651   -0.001365  -3.839e-06   5.746e-05   -0.003023
96.6               4.639       4.639       4.641    -0.00255  -2.915e-06   2.357e-05   -0.004379
96.8                4.63        4.63       4.632   -0.001905  -7.758e-05  -4.463e-05   -0.005098
97                 4.621       4.621       4.622   -0.001721  -2.308e-05   0.0001603    0.002405
97.2               4.611       4.612       4.613   -0.001238  -3.091e-05  -3.391e-05    -0.00656
97.4               4.603       4.603       4.603  -0.0002541  -2.581e-05  -1.603e-05   -0.003054
97.6               4.593       4.593       4.594  -0.0005043  -1.391e-06  -4.719e-05   -0.005487
97.8               4.584       4.584       4.585  -0.0008356  -1.684e-05  -2.745e-05   0.0004243
98                 4.573       4.573       4.575   -0.001962  -1.113e-05   6.082e-05   0.0008602
98.2               4.565       4.565       4.566  -0.0005948  -3.758e-05   0.0001233    -0.00193
98.4               4.556       4.556       4.557  -0.0005212  -2.133e-05    7.67e-05   -0.000935
98.6               4.547       4.547       4.547  -0.0004335  -2.112e-05   3.647e-05    0.005471
98.8               4.538       4.538       4.538   0.0002118  -3.297e-05   3.388e-05   -0.001075
99                 4.528       4.528       4.531    -0.00284  -2.337e-05    4.86e-05   -0.003708
