# Multipolar energy analysis (kT)
# r/AA             exact       total      ionion      iondip      dipdip     ionquad     mucorr
53.4                8.39       8.391       8.396   -0.005952  -0.0002784   0.0007628    -0.01396
53.6               8.365       8.365       8.365  -0.0004153  -6.624e-06  -8.265e-06    0.001743
53.8               8.331        8.33       8.334   -0.004468  -0.0003655   0.0009982   -0.009523
54                 8.302       8.303       8.303    0.000126  -0.0001431  -0.0003427   -0.003718
54.2               8.277       8.277       8.272    0.004275   0.0002945   2.986e-05   -0.002659
54.4               8.247       8.247       8.242    0.004341   0.0005758   0.0004661   -0.008239
54.6               8.208       8.208       8.212   -0.003804  -0.0007108   0.0009236   -0.005407
54.8               8.184       8.184       8.182    0.003261   0.0004878   -0.001263   0.0009137
55                 8.145       8.145       8.152   -0.004473  -0.0006077   -0.001752   -0.007784
55.2               8.118       8.118       8.123   -0.003528  -0.0002707  -0.0005483    -0.01424
55.4               8.086       8.086       8.093   -0.005802  -0.0001436  -0.0009265  -0.0007559
55.6               8.054       8.055       8.064   -0.009078  -2.473e-05  -2.579e-05   -0.006035
55.8               8.029       8.029       8.035   -0.005068  -0.0001267  -0.0006102    -0.01213
56                     8           8       8.007   -0.006103  -0.0005113     8.8e-05    -0.01162
56.2               7.969        7.97       7.978   -0.006859  -2.807e-05   -0.001085   -0.002854
56.4               7.943       7.943        7.95   -0.007271   5.925e-05   0.0008273    0.001063
56.6               7.913       7.912       7.922   -0.008913   0.0001147  -0.0005411   -0.008236
56.8               7.882       7.882       7.894   -0.009641  -0.0005976   -0.001099    0.000722
57                 7.859       7.859       7.866   -0.006851   4.726e-05  -0.0003408    -0.01132
57.2               7.834       7.834       7.839   -0.004656  -0.0002591   0.0001314    -0.01624
57.4               7.803       7.805       7.811   -0.006654  -0.0003227   0.0001322     -0.0039
57.6               7.782       7.782       7.784   -0.003621   0.0005758   0.0005225   -0.008147
57.8               7.753       7.753       7.757   -0.004896    0.000395   0.0003788    0.001999
58                 7.727       7.727        7.73   -0.004338   -2.28e-05   0.0006838   -0.002902
58.2               7.693       7.693       7.704   -0.009746  -0.0005431  -0.0007558  -0.0009988
58.4               7.668       7.668       7.678    -0.01012  -3.811e-05   0.0004447   -0.005593
58.6               7.639       7.639       7.651    -0.01284   0.0001018   0.0005853    0.004005
58.8               7.618       7.618       7.625   -0.006571  -7.258e-05  -0.0005206   -0.001664
59                 7.592       7.592       7.599   -0.007735   0.0001457   0.0005817   -0.002984
59.2               7.572       7.572       7.574   -0.002612  -0.0003585   0.0008761   -0.003217
59.4               7.546       7.547       7.548   -0.002203   7.714e-05   0.0004368   -0.002087
59.6               7.516       7.516       7.523   -0.006095   0.0001256  -0.0007763    -0.01059
59.8               7.487       7.487       7.498    -0.01013    3.18e-05  -0.0004324   -0.001538
60                  7.47       7.471       7.473  -0.0006518   -0.000346  -0.0007774   0.0005899
60.2               7.439       7.439       7.448    -0.00955  -0.0003251   0.0006718   -0.004961
60.4               7.416       7.416       7.423   -0.006776  -0.0002652   8.702e-05    -0.00734
60.6                7.39        7.39       7.399   -0.008666  -0.0003979   0.0002566    0.008101
60.8               7.364       7.364       7.374    -0.01085  -0.0002976   0.0007826   -0.009206
61                 7.341       7.341        7.35   -0.008281    -0.00041  -0.0006957    0.003962
61.2                7.32        7.32       7.326    -0.00547  -0.0004529   0.0001861    0.004885
61.4                7.29        7.29       7.302    -0.01099  -0.0006231  -0.0004047   -0.001501
61.6               7.272       7.272       7.279   -0.006499  -0.0003077   0.0005551   -0.009294
61.8               7.247       7.248       7.255   -0.006945  -0.0002717   -0.000248   -0.008147
62                 7.225       7.225       7.232   -0.005221   -0.000164  -0.0008741    0.005247
62.2               7.194       7.195       7.208    -0.01269  -0.0003016  -0.0003513   -0.001942
62.4               7.176       7.177       7.185   -0.008632  -0.0002115   0.0003626   -0.008416
62.6               7.153       7.153       7.162   -0.008975  -0.0004456  -4.949e-05    -0.00961
62.8               7.138       7.138        7.14     -0.0012  -0.0005204   0.0004239   -0.007167
63                 7.114       7.114       7.117      -0.003  -0.0001342  -0.0001008    0.002765
63.2               7.086       7.086       7.094   -0.008201  -0.0001968   2.314e-05    -0.00893
63.4                7.07       7.071       7.072   -0.000248  -0.0001811  -0.0008356   -0.002464
63.6               7.046       7.047        7.05   -0.002101  -0.0001264  -0.0003385   -0.004011
63.8               7.023       7.023       7.028   -0.004259  -0.0002771   0.0001593   -0.004521
64                 6.998       6.998       7.006   -0.007075  -0.0004645  -0.0006105  -0.0004116
64.2               6.976       6.976       6.984   -0.006815  -0.0003729  -0.0001492    0.002243
64.4                6.96       6.961       6.962   -0.001242  -0.0005728   0.0001669     0.00356
64.6               6.937       6.937       6.941   -0.003082  -0.0002959  -0.0003998   -0.003463
64.8               6.914       6.914       6.919   -0.005145  -0.0002861  -7.557e-05   -0.004814
65                 6.892       6.892       6.898   -0.005316   -5.46e-05  -0.0001076   -0.006985
65.2               6.876       6.876       6.877  -0.0009483  -0.0004395   0.0005013    -0.01184
65.4               6.851       6.851       6.856   -0.004665  -0.0002386   6.377e-05   -0.002351
65.6               6.833       6.833       6.835   -0.001533  -6.068e-05  -0.0001269    0.005487
65.8               6.812       6.813       6.814   -0.001036  -0.0005339   0.0002194    -0.01452
66                 6.791       6.791       6.793   -0.002706  -8.597e-05  -1.082e-05    -0.00485
66.2               6.771       6.771       6.773   -0.001659  -0.0005163   0.0002264   -0.008656
66.4               6.751       6.751       6.752  -0.0007216  -0.0003761  -3.217e-05    0.002929
66.6               6.726       6.726       6.732   -0.006214   2.248e-05    0.000412  -0.0004148
66.8               6.704       6.704       6.712   -0.008343  -0.0001946   0.0002757    0.003792
67                 6.691       6.691       6.692  -0.0009509  -0.0002874   0.0001656   -0.006129
67.2                6.67        6.67       6.672    -0.00221  -0.0003964   0.0003153    0.001117
67.4               6.648       6.648       6.652   -0.004063  -0.0002319   0.0002585   -0.005239
67.6               6.627       6.627       6.633   -0.006072  -0.0003133   0.0003295    0.002334
67.8               6.608       6.608       6.613   -0.004551  -0.0003819  -0.0004246   0.0007127
68                 6.588       6.588       6.594   -0.005161  -0.0004979    4.31e-05    0.006368
68.2               6.574       6.573       6.574  -0.0008804  -0.0001881   0.0002609   -0.005937
68.4                6.55        6.55       6.555   -0.004585  -0.0002289   0.0001512    0.005994
68.6               6.535       6.535       6.536    -0.00136  -0.0001632   0.0001529    0.002402
68.8               6.512       6.512       6.517   -0.004582  -2.364e-05  -0.0005874    0.009861
69                  6.49        6.49       6.498   -0.008245  -4.371e-05    0.000151    0.001111
69.2               6.474       6.473       6.479   -0.005438  -0.0001853  -0.0001927    0.003718
69.4               6.456       6.456       6.461    -0.00518  -0.0001656    0.000316   0.0001966
69.6               6.438       6.438       6.442   -0.002705  -0.0003174  -0.0007659    0.008241
69.8               6.423       6.423       6.424  -0.0005665  -0.0001116   6.858e-05   -0.009344
70                 6.406       6.406       6.405   0.0005579  -0.0001639   0.0001076    0.002594
70.2               6.388       6.388       6.387    0.001237  -0.0005672   0.0001886    0.002871
70.4               6.364       6.364       6.369   -0.004726  -0.0004782    0.000297    0.006547
70.6               6.352       6.352       6.351    0.002099  -0.0004727  -6.863e-05  -0.0007054
70.8               6.329       6.329       6.333   -0.003119  -0.0003003   -0.000195  -0.0004185
71                 6.311       6.311       6.315   -0.004006  -5.406e-05   0.0001487   -0.002891
71.2               6.296       6.296       6.297  -0.0007066  -0.0001786   7.831e-05    0.006818
71.4               6.276       6.276        6.28   -0.003841  -6.897e-05   0.0003926    0.005677
71.6               6.262       6.262       6.262   3.317e-05  -0.0001596  -0.0002408    0.009205
71.8               6.241       6.241       6.245   -0.003101  -2.711e-05  -0.0002869    0.009135
72                 6.224       6.224       6.227   -0.002453  -0.0002601  -0.0002739   0.0007862
72.2               6.207       6.207        6.21   -0.002254  -0.0005028  -0.0004471    0.004945
72.4               6.191       6.191       6.193   -0.001726   -0.000156   0.0002389    -0.01073
72.6               6.177       6.177       6.176    0.001789  -0.0004619  -0.0002214     0.00165
72.8               6.158       6.159       6.159  -6.032e-05  -0.0003192   5.612e-05    0.001142
73                 6.136       6.136       6.142   -0.005853  -0.0001051  -0.0002082     0.01115
73.2               6.123       6.123       6.125    -0.00221   2.198e-05   0.0002087  -0.0008068
73.4               6.106       6.106       6.109   -0.001811  -0.0002221   -9.77e-05    0.008433
73.6               6.092       6.092       6.092   1.805e-05  -0.0002711   0.0002515    0.006129
73.8               6.076       6.076       6.075   0.0009676  -7.609e-05  -0.0003603   -0.001679
74                 6.061       6.061       6.059    0.002043  -0.0002504  -2.511e-05    0.001668
74.2                6.04        6.04       6.043   -0.002321  -0.0002534   0.0003889    -0.00134
74.4               6.022       6.022       6.026   -0.003619  -0.0002969  -0.0003884    0.005629
74.6               6.011       6.011        6.01    0.001436  -0.0001701  -0.0002192    0.008774
74.8               5.996       5.996       5.994    0.002702  -0.0002068  -0.0004026   0.0009769
75                 5.981        5.98       5.978    0.002272   9.324e-05  -5.556e-05   -0.004448
75.2               5.958       5.959       5.962   -0.003297  -0.0002642  -0.0001718    0.003986
75.4               5.943       5.943       5.947   -0.002801  -0.0002777  -0.0002824   -0.002608
75.6                5.93        5.93       5.931   0.0001013  -6.439e-05   -0.000443     0.00374
75.8               5.916       5.916       5.915   0.0009136  -0.0001129  -5.748e-05    0.009748
76                 5.898       5.898         5.9   -0.001259  -0.0003293  -0.0001623     0.01039
76.2               5.881       5.881       5.884   -0.002455  -3.769e-05  -0.0001509   -0.004114
76.4               5.866       5.866       5.869   -0.002396  -0.0002393  -0.0003181   -0.003041
76.6               5.849       5.849       5.853   -0.003817  -0.0001318  -5.289e-05   -0.005123
76.8                5.84        5.84       5.838    0.002885  -0.0003561  -0.0001384   -0.002718
77                 5.822       5.822       5.823  -0.0008611   0.0001537   0.0002235    0.003156
77.2                5.81        5.81       5.808    0.002807  -3.255e-06  -0.0002374   0.0005269
77.4               5.792       5.792       5.793  -0.0006167  -0.0001472  -0.0002071    0.006043
77.6                5.78        5.78       5.778    0.002038   0.0002093  -4.965e-05   0.0007694
77.8               5.762       5.762       5.763  -0.0006512  -7.215e-05  -0.0001283   -0.002029
78                 5.752       5.752       5.748    0.003348   6.322e-07   0.0003213    -0.01124
78.2               5.736       5.736       5.734    0.002407  -0.0001895   0.0001794   -0.003454
78.4               5.722       5.722       5.719    0.003582   7.796e-06   -0.000515    0.005795
78.6               5.703       5.703       5.704   -0.001524  -7.815e-05  -0.0001494     0.00536
78.8               5.692       5.692        5.69    0.002023  -4.249e-05  -5.843e-05   -0.002617
79                 5.676       5.676       5.676   0.0002376   0.0001717  -0.0003559    0.003338
79.2                5.66        5.66       5.661  -0.0004028   -8.05e-05  -0.0006625     0.00702
79.4               5.643       5.643       5.647   -0.003398   9.918e-05  -0.0001845    0.005709
79.6               5.634       5.634       5.633    0.001382   -4.02e-06  -4.888e-05  -0.0002342
79.8                5.62        5.62       5.619     0.00159    -8.6e-07  -0.0001364    0.003997
80                 5.604       5.604       5.605  -0.0002233   0.0001378  -3.525e-05   -0.001833
80.2                5.59        5.59       5.591  -8.748e-05   0.0001395  -0.0003456    0.002686
80.4               5.579       5.579       5.577    0.002138  -2.748e-06  -0.0002067    0.003333
80.6               5.563       5.563       5.563   0.0003257  -1.427e-05   -6.44e-05    0.008067
80.8               5.551       5.551       5.549    0.001567  -1.505e-05   0.0001197   -0.004512
81                 5.538       5.538       5.535    0.002832     7.4e-05  -0.0002763    0.007397
81.2               5.522       5.522       5.522  -0.0001783  -5.004e-05   0.0003516    0.004498
81.4               5.507       5.507       5.508   -0.001063   1.406e-06  -0.0001492  -0.0006212
81.6               5.495       5.495       5.495  -5.352e-05    0.000163  -1.555e-05   -0.004692
81.8               5.479       5.479       5.481   -0.002018  -0.0001757   2.115e-05       0.002
82                 5.464       5.465       5.468   -0.002936  -7.648e-05  -0.0002128    -0.01593
82.2               5.454       5.454       5.455  -0.0009968   0.0001266   8.001e-06   -0.002378
82.4                5.44        5.44       5.441   -0.001041   -1.19e-05   3.442e-05   -0.002332
82.6               5.428       5.428       5.428   3.134e-05  -1.228e-05  -0.0001356   -0.005976
82.8               5.414       5.414       5.415   -0.001539   7.389e-06    0.000144   -0.004783
83                   5.4         5.4       5.402   -0.001737   1.036e-05  -8.448e-05   0.0009291
83.2               5.388       5.388       5.389  -0.0004511   2.827e-05   -0.000135  -0.0006469
83.4               5.373       5.373       5.376   -0.002468  -0.0002476  -4.725e-05   0.0007701
83.6               5.361       5.361       5.363   -0.001525    4.66e-05    -0.00037   -0.001438
83.8               5.348       5.348        5.35   -0.002836   5.163e-05   0.0001056  -0.0003757
84                 5.337       5.337       5.338   -0.001176  -5.413e-05   0.0002554   3.349e-05
84.2               5.323       5.323       5.325   -0.002172   1.058e-05  -0.0001564   0.0003071
84.4               5.313       5.313       5.312   0.0007839    6.77e-05  -5.036e-05   0.0001433
84.6               5.302       5.302         5.3    0.002156   7.859e-05   0.0001373    0.001636
84.8               5.285       5.285       5.287   -0.002638   4.063e-05   0.0001543  -0.0008097
85                 5.273       5.273       5.275   -0.002113   0.0001519  -1.342e-05  -0.0004163
85.2               5.258       5.258       5.263   -0.004378   -1.69e-05   0.0001274    0.003252
85.4               5.247       5.247        5.25    -0.00371  -1.397e-05    6.04e-05     0.00599
85.6               5.235       5.235       5.238   -0.002949   -8.01e-05   2.815e-05    0.006825
85.8               5.231       5.231       5.226    0.005281   3.245e-05   0.0001487   -0.003279
86                 5.213       5.213       5.214  -0.0009235   0.0001144  -9.852e-05    0.002396
86.2               5.204       5.204       5.201    0.002297   0.0001262   0.0004001    0.003913
86.4               5.189       5.189       5.189   -0.001019    0.000109   0.0001213     0.00709
86.6               5.182       5.182       5.177    0.004479   1.608e-05   7.151e-05    0.005093
86.8               5.167       5.167       5.165    0.001267   7.415e-05   3.136e-05    0.003706
87                 5.154       5.154       5.154   0.0007983   2.548e-05   3.715e-05   0.0004684
87.2               5.139       5.139       5.142   -0.002459   1.989e-05   0.0001253   0.0003791
87.4                5.13        5.13        5.13   0.0004321  -0.0001447  -2.617e-05   -0.002168
87.6               5.118       5.118       5.118  -0.0001444   6.689e-05   0.0001051    0.004434
87.8               5.106       5.106       5.107  -0.0008463  -0.0001496  -0.0001175    0.005946
88                 5.096       5.096       5.095   0.0004207   9.388e-05   0.0003084   -0.004885
88.2               5.083       5.083       5.083  -0.0003739   6.742e-06   0.0002633   -0.004104
88.4               5.074       5.074       5.072    0.002079    2.66e-05  -0.0001404   -0.006278
88.6               5.062       5.062       5.061    0.001048   2.042e-05   0.0001343    0.002062
88.8               5.047       5.047       5.049   -0.002156   7.091e-05   7.951e-05    -0.01284
89                 5.038       5.038       5.038   0.0004812   -3.16e-06   0.0001013   -0.001649
89.2               5.028       5.028       5.027    0.001267  -0.0001932   0.0002007   -0.004423
89.4               5.014       5.014       5.015   -0.000988  -0.0001114   0.0001817    0.004942
89.6                   5           5       5.004   -0.004152   -7.69e-05   0.0001838    0.006005
89.8               4.991       4.991       4.993   -0.001973  -4.052e-05   9.337e-05   -0.001229
90                 4.981       4.981       4.982  -0.0007586  -0.0002436  -0.0001056    0.009049
90.2               4.969       4.969       4.971   -0.002065  -2.751e-05   7.058e-05    0.007096
90.4               4.959       4.959        4.96  -0.0009795   -4.79e-05  -4.664e-06  -0.0005997
90.6                4.95       4.951       4.949    0.001607   8.955e-05      -3e-05    0.002948
90.8               4.937       4.937       4.938  -0.0007322  -0.0001153   0.0001651     0.00474
91                 4.928       4.928       4.927   0.0009291   7.314e-05   -0.000235    0.002857
91.2               4.915       4.915       4.916  -0.0009426  -0.0001351  -0.0001461   -0.002074
91.4               4.904       4.904       4.906   -0.001893   4.036e-06   2.257e-06   -0.001263
91.6               4.894       4.894       4.895   -0.001121   2.781e-05   5.182e-05    0.006786
91.8               4.881       4.881       4.884   -0.002688  -5.397e-05  -4.295e-05    0.003508
92                 4.872       4.872       4.874   -0.002119   9.416e-05   0.0001186   -0.005974
92.2               4.861       4.861       4.863   -0.002357   4.483e-05   0.0001727    0.006395
92.4               4.853       4.853       4.852   0.0002042   9.654e-05  -2.838e-05    0.001652
92.6               4.841       4.841       4.842   -0.001016     2.2e-05   -8.57e-06   -0.007452
92.8                4.83        4.83       4.832    -0.00123  -1.543e-05   0.0001392   -0.003627
93                 4.822       4.822       4.821    0.001356  -6.397e-05  -6.307e-05   -0.006304
93.2               4.812       4.812       4.811     0.00159  -6.042e-05    0.000117    0.002788
93.4               4.803       4.803         4.8    0.002337  -8.148e-06   0.0001175  -0.0003313
93.6               4.791       4.791        4.79   0.0005248   6.814e-05  -7.193e-05   0.0002717
93.8                4.78        4.78        4.78    4.28e-05  -4.668e-05   0.0002436     0.01185
94                 4.772       4.772        4.77    0.001855  -1.478e-05  -0.0001098    0.007655
94.2               4.762       4.762        4.76    0.002012   -2.26e-05  -0.0001853    0.001567
94.4                4.75        4.75        4.75   0.0002996   8.281e-05  -8.987e-05    0.006528
94.6                4.74        4.74        4.74   0.0007059   9.194e-06  -0.0001654    0.001428
94.8               4.732       4.732        4.73    0.002436   8.505e-05   2.306e-05  -0.0001568
95                 4.721       4.721        4.72    0.001719     3.7e-05  -8.214e-05    0.008411
95.2               4.713       4.713        4.71    0.002996  -0.0001415   7.502e-05    0.005659
95.4               4.703       4.703         4.7    0.002846  -6.645e-05   7.962e-05    0.002467
95.6                4.69        4.69        4.69   7.863e-06  -3.917e-05  -5.982e-05    0.009999
95.8               4.678       4.678        4.68   -0.001833   -1.22e-05   8.325e-05   -0.002049
96                 4.671       4.671        4.67   0.0007879   8.189e-05   -0.000112    0.002283
96.2               4.662       4.662       4.661    0.001507   0.0001112  -0.0001567    0.004237
96.4               4.652       4.652       4.651     0.00153  -8.681e-05  -9.301e-05    0.004189
96.6               4.642       4.642       4.642   0.0004859  -4.555e-05  -2.431e-05   -0.003206
96.8               4.631       4.631       4.632  -0.0003426   0.0001983   -0.000198  -1.249e-05
97                 4.628       4.628       4.622    0.005783  -1.544e-05   6.622e-05    0.005692
97.2               4.612       4.612       4.613  -0.0003886  -6.348e-05   0.0001108   -0.006178
97.4               4.604       4.604       4.603   0.0009803   2.572e-05  -0.0001277    0.004284
97.6               4.592       4.592       4.594   -0.002294  -5.558e-05   0.0001464     0.01719
97.8               4.584       4.584       4.585  -0.0004577  -0.0001234  -5.771e-05    0.006084
98                 4.576       4.576       4.575    0.001077   2.654e-05   3.231e-06    0.002765
98.2               4.567       4.567       4.566    0.001017   -3.79e-05   0.0001567   -0.001018
98.4               4.555       4.555       4.557   -0.001134   6.725e-05   -1.66e-05    0.002161
98.6               4.549       4.549       4.547    0.001889   1.132e-05   9.822e-05    0.007048
98.8                4.54        4.54       4.538    0.002249    9.87e-05  -0.0001074    0.001108
99                 4.533       4.533       4.531    0.002165  -2.318e-05  -0.0001011    0.007653
