# Multipolar energy analysis (kT)
# r/AA             exact       total      ionion      iondip      dipdip     ionquad     mucorr
45.4               1.812       4.381       9.876      -3.103      -1.335      -1.057      0.1655
45.6                1.98       4.449       9.833      -3.057      -1.295      -1.031      0.1644
45.8               2.145       4.505        9.79          -3      -1.275       -1.01      0.1626
46                 2.322        4.57       9.747      -2.951       -1.24     -0.9867      0.1596
46.2               2.507       4.633       9.705      -2.876      -1.227     -0.9691      0.1653
46.4               2.683       4.712       9.663      -2.811      -1.201     -0.9391      0.1632
46.6               2.833       4.775       9.622      -2.774      -1.165     -0.9083      0.1605
46.8               2.985       4.844       9.581      -2.724      -1.131     -0.8828      0.1531
47                 3.136       4.898        9.54      -2.658      -1.114     -0.8699      0.1515
47.2               3.279       4.969       9.499      -2.618      -1.078     -0.8344      0.1451
47.4               3.427       5.028       9.459       -2.55      -1.065     -0.8164      0.1437
47.6               3.558       5.077       9.419      -2.475      -1.061     -0.8064      0.1464
47.8                3.68        5.15        9.38       -2.45      -1.013     -0.7659      0.1467
48                 3.834       5.237       9.341      -2.368     -0.9875     -0.7483      0.1439
48.2               3.965       5.291       9.302      -2.341     -0.9482     -0.7226      0.1405
48.4               4.149       5.399       9.264       -2.28     -0.9105     -0.6738      0.1336
48.6               4.209       5.422       9.226      -2.253     -0.8911     -0.6605      0.1304
48.8               4.378       5.517       9.188      -2.186     -0.8447     -0.6407       0.128
49                 4.493       5.579        9.15        -2.1     -0.8499     -0.6211      0.1265
49.2               4.637       5.661       9.113      -2.032     -0.8091      -0.611      0.1268
49.4               4.662       5.658       9.076      -2.035     -0.7841     -0.5993      0.1262
49.6               4.864       5.781        9.04      -1.931     -0.7625     -0.5645      0.1265
49.8               4.929       5.838       9.004      -1.894     -0.7341     -0.5375      0.1151
50                 5.027        5.87       8.967      -1.849     -0.7217      -0.526      0.1143
50.2               5.215       6.002       8.932      -1.748     -0.6892     -0.4931      0.1141
50.4                5.25       6.012       8.896      -1.783     -0.6407     -0.4601      0.1054
50.6               5.368       6.068       8.861      -1.653     -0.6683     -0.4722      0.1215
50.8               5.459       6.146       8.826       -1.63     -0.6133      -0.437     0.09558
51                 5.522       6.186       8.791      -1.621     -0.5839     -0.4003     0.09212
51.2               5.648       6.255       8.757      -1.528     -0.5771     -0.3969      0.1026
51.4               5.651        6.24       8.723      -1.512     -0.5686     -0.4027     0.08942
51.6               5.817       6.375       8.689      -1.434     -0.5166     -0.3629     0.09341
51.8               5.894       6.409       8.656      -1.411     -0.4834     -0.3522     0.09144
52                 5.867       6.364       8.622      -1.383     -0.5246     -0.3509      0.0894
52.2               5.995       6.473       8.589      -1.315     -0.4851      -0.316     0.07828
52.4               6.022       6.483       8.557      -1.303     -0.4539     -0.3174     0.09155
52.6               6.088       6.523       8.524      -1.232     -0.4578     -0.3111     0.08489
52.8               6.177       6.585       8.492      -1.207      -0.412     -0.2875     0.07534
53                 6.269       6.647        8.46      -1.139      -0.405     -0.2684     0.07344
53.2                6.24       6.634       8.428      -1.133     -0.3955     -0.2651     0.07331
53.4               6.266       6.627       8.396      -1.138     -0.3757     -0.2565     0.06704
53.6               6.334       6.671       8.365      -1.081     -0.3642     -0.2485     0.07454
53.8               6.369       6.677       8.334      -1.066     -0.3534     -0.2373     0.06865
54                 6.417       6.716       8.303      -1.035     -0.3443      -0.208      0.0688
54.2               6.474       6.755       8.272     -0.9808     -0.3251     -0.2111     0.06727
54.4               6.485       6.749       8.242     -0.9693     -0.3056     -0.2178     0.06289
54.6               6.572       6.822       8.212     -0.9029     -0.2982     -0.1887     0.06513
54.8               6.571       6.809       8.182     -0.8688     -0.3033     -0.2004     0.05636
55                 6.592       6.832       8.152     -0.8734     -0.2833     -0.1635     0.05814
55.2               6.559       6.789       8.123     -0.8848     -0.2737     -0.1752     0.06286
55.4               6.668       6.867       8.093     -0.8032     -0.2625     -0.1604     0.04137
55.6               6.686       6.885       8.064     -0.7838     -0.2338     -0.1618     0.04453
55.8               6.675       6.871       8.035     -0.7533     -0.2487     -0.1618     0.04905
56                 6.737       6.925       8.007     -0.7192     -0.2192     -0.1427     0.05372
56.2               6.758       6.927       7.978     -0.7152     -0.2181     -0.1176     0.04783
56.4               6.701       6.875        7.95     -0.7226     -0.2106     -0.1414     0.04632
56.6               6.731       6.894       7.922      -0.691     -0.2023     -0.1347     0.05217
56.8               6.739       6.894       7.894      -0.673     -0.2012      -0.126     0.03976
57                 6.842       6.985       7.866     -0.5796     -0.1931     -0.1079     0.03889
57.2               6.795       6.933       7.838     -0.6141     -0.1788     -0.1128     0.03915
57.4               6.807       6.938       7.811     -0.5905      -0.181      -0.102     0.04664
57.6               6.839       6.961       7.784     -0.5481      -0.172     -0.1034     0.04313
57.8               6.852       6.967       7.757     -0.5228     -0.1684    -0.09922     0.04201
58                 6.855       6.972        7.73     -0.5007     -0.1598    -0.09746     0.04368
58.2                6.87       6.971       7.704     -0.5038     -0.1399    -0.08882     0.02983
58.4               6.839       6.948       7.678     -0.4963     -0.1437    -0.08917     0.03495
58.6               6.868       6.959       7.651     -0.4649     -0.1425    -0.08497     0.03568
58.8               6.806       6.905       7.625     -0.5224     -0.1242    -0.07319     0.03067
59                 6.823       6.919       7.599     -0.4766     -0.1218    -0.08168     0.03133
59.2               6.846       6.935       7.574     -0.4446     -0.1225    -0.07196     0.02713
59.4               6.852       6.929       7.548     -0.4197     -0.1235    -0.07628     0.02777
59.6               6.836       6.911       7.523      -0.418     -0.1098     -0.0841     0.03424
59.8               6.818       6.894       7.498     -0.4085     -0.1211    -0.07394     0.03519
60                 6.845       6.916       7.473      -0.387     -0.1023    -0.06708     0.02486
60.2               6.902       6.963       7.448     -0.3402    -0.08624    -0.05862      0.0172
60.4               6.891       6.951       7.423     -0.3115     -0.1005    -0.06015     0.03197
60.6               6.821       6.888       7.399     -0.3681    -0.08974    -0.05254     0.02123
60.8               6.823       6.887       7.375     -0.3362    -0.09918    -0.05195     0.03228
61                 6.819       6.877        7.35     -0.3302     -0.0895     -0.0533     0.02237
61.2               6.823       6.881       7.326     -0.3152    -0.08598     -0.0439     0.01897
61.4                6.83       6.885       7.302     -0.2894    -0.07712    -0.05045      0.0202
61.6                6.83       6.882       7.279     -0.2873    -0.06594    -0.04321     0.02049
61.8               6.809        6.85       7.255     -0.2881    -0.07431    -0.04299     0.02306
62                 6.806        6.85       7.232     -0.2782    -0.06004    -0.04324     0.01603
62.2               6.792       6.825       7.208     -0.2734    -0.06933    -0.04041     0.02051
62.4                6.75       6.792       7.185     -0.2829    -0.07374    -0.03715     0.01724
62.6               6.749       6.794       7.162     -0.2662    -0.06499    -0.03713     0.01464
62.8               6.725       6.761       7.139     -0.2874    -0.06202    -0.02908      0.0177
63                 6.772       6.799       7.117     -0.2159    -0.06107    -0.04086     0.01963
63.2                6.76       6.798       7.094      -0.213    -0.04916    -0.03438    0.008655
63.4               6.748       6.781       7.072     -0.2085    -0.05227    -0.03015     0.01769
63.6               6.706        6.74        7.05      -0.228    -0.05719    -0.02419     0.02421
63.8               6.733       6.764       7.028     -0.2143    -0.02603    -0.02339     0.01531
64                 6.712       6.742       7.006      -0.192    -0.04573     -0.0266     0.01765
64.2               6.663       6.692       6.984     -0.2235    -0.04223    -0.02612     0.01815
64.4               6.703       6.726       6.962     -0.1703     -0.0448    -0.02109     0.01402
64.6               6.691       6.715       6.941     -0.1649    -0.03775    -0.02307     0.01812
64.8               6.652       6.675       6.919     -0.1841    -0.03749    -0.02231     0.01779
65                 6.632       6.648       6.898     -0.1929     -0.0322    -0.02507     0.01121
65.2               6.632       6.656       6.877     -0.1665     -0.0354    -0.01949     0.01953
65.4               6.631       6.655       6.856     -0.1497    -0.02671    -0.02452     0.01545
65.6               6.637       6.655       6.835     -0.1342    -0.03312    -0.01273    0.008707
65.8                6.62       6.641       6.814     -0.1323    -0.02457     -0.0159     0.01357
66                  6.54       6.565       6.793     -0.1726    -0.03445    -0.02131     0.01421
66.2               6.554       6.572       6.773     -0.1557    -0.02434    -0.02041    0.001609
66.4               6.545       6.566       6.753       -0.15    -0.02466     -0.0114    -0.00345
66.6               6.541       6.554       6.732     -0.1311    -0.03478    -0.01237     0.01201
66.8               6.499        6.51       6.712     -0.1702    -0.01741    -0.01463      0.0127
67                 6.478       6.494       6.692      -0.158    -0.02821     -0.0119     0.01506
67.2               6.518        6.53       6.672    -0.09413    -0.02837    -0.02006    0.007228
67.4                6.47       6.486       6.652     -0.1162    -0.03004    -0.01962    0.003056
67.6               6.474       6.488       6.633     -0.1136    -0.01972    -0.01091    0.007765
67.8               6.418       6.431       6.613      -0.137    -0.02899    -0.01643   0.0009723
68                 6.437       6.446       6.594     -0.1169    -0.01541     -0.0152    0.004291
68.2                6.43       6.445       6.574     -0.1028    -0.01675    -0.01012     0.01026
68.4               6.399       6.409       6.555     -0.1154    -0.02245   -0.008327    0.007598
68.6                6.36       6.375       6.536     -0.1223    -0.02782    -0.01106    0.005494
68.8               6.402       6.413       6.517     -0.0736    -0.01609    -0.01428      0.0137
69                 6.342       6.353       6.498    -0.09925     -0.0265     -0.0191    0.008244
69.2               6.343       6.354       6.479    -0.08573    -0.02866    -0.01067    0.003008
69.4               6.319       6.331       6.461      -0.101    -0.02208   -0.006721    0.007191
69.6               6.295        6.31       6.442     -0.1024    -0.01922    -0.01041     0.01141
69.8               6.296       6.306       6.424     -0.1007    -0.01241   -0.004832     0.01596
70                 6.259        6.27       6.405      -0.109    -0.01947   -0.006873   -0.001705
70.2               6.298       6.308       6.387    -0.04801    -0.02225   -0.008998     0.01552
70.4               6.266       6.271       6.369    -0.07891    -0.01612   -0.002428     0.01152
70.6               6.235       6.245       6.351    -0.08614   -0.009535    -0.01036    0.005484
70.8               6.225       6.234       6.333    -0.08027    -0.01046   -0.007721     0.00619
71                 6.209       6.218       6.315     -0.0724    -0.01729   -0.007386    0.006664
71.2               6.218       6.229       6.297    -0.05679   -0.009161   -0.002616    0.007267
71.4               6.184       6.191        6.28    -0.07858   -0.003928   -0.006384    0.001218
71.6               6.163        6.17       6.262     -0.0767   -0.009832   -0.005229    0.008555
71.8               6.118       6.129       6.245    -0.09193    -0.01154    -0.01199    0.001977
72                  6.11       6.113       6.227    -0.08766    -0.02075   -0.005532    0.003726
72.2               6.102       6.109        6.21    -0.08212    -0.00958   -0.009731  -0.0003706
72.4               6.105       6.108       6.193    -0.06917    -0.01279   -0.003396    0.009876
72.6               6.114       6.124       6.176    -0.03917   -0.007813   -0.005315     0.01502
72.8               6.081       6.087       6.159    -0.05969    -0.01145  -0.0007509    0.002188
73                 6.062       6.069       6.142    -0.06662   -0.003822   -0.002212     0.01329
73.2               6.043       6.048       6.125     -0.0677   -0.005618   -0.004277    0.005207
73.4               6.062       6.068       6.108    -0.02735   -0.008969   -0.003752    0.003436
73.6               6.055       6.061       6.092    -0.02272   -0.007238  -0.0009827    0.005259
73.8               5.993       6.001       6.075    -0.06625    -0.00598   -0.002075   -0.001587
74                 5.989       5.996       6.059    -0.05341   -0.004672   -0.005066   -0.005425
74.2               6.003       6.007       6.043    -0.02584   -0.006399   -0.003062    0.006256
74.4                5.98       5.984       6.026    -0.02963   -0.008966   -0.003655   -0.003306
74.6               5.926       5.935        6.01    -0.05797     -0.0108   -0.006017  -1.454e-05
74.8               5.917       5.924       5.994    -0.05827      -0.012  -0.0002427    0.007511
75                 5.903       5.907       5.978    -0.06001   -0.005103   -0.005644     0.01401
75.2               5.918       5.925       5.962    -0.02896    -0.01181    0.003311  -0.0009193
75.4                5.89       5.894       5.946    -0.03492    -0.01183   -0.006022    0.009612
75.6               5.923       5.924       5.931   -0.009281   0.0001834    0.002302    0.009917
75.8               5.841       5.846       5.915    -0.05677    -0.01181  -0.0004215     0.01747
76                 5.869       5.869         5.9    -0.01696   -0.009515   -0.003575    0.008494
76.2               5.827       5.832       5.884    -0.04879   -0.003668    0.000563    0.005548
76.4               5.825       5.823       5.869    -0.03549   -0.004647   -0.005652     0.01441
76.6               5.832       5.838       5.853     -0.0119   -0.004282   0.0005323   -0.002983
76.8               5.808       5.814       5.838    -0.01661   -0.005295   -0.001656    0.007927
77                 5.788        5.79       5.823    -0.04059    0.004538    0.002874    0.003977
77.2                5.77       5.776       5.808    -0.03832    0.002015     0.00397    0.007783
77.4               5.755       5.758       5.793     -0.0346   -0.002175    0.002175    0.002198
77.6               5.739       5.743       5.778    -0.03316   4.789e-05   -0.001922     0.01452
77.8               5.742       5.745       5.763    -0.01769    0.000437  -0.0002453    0.004312
78                 5.702       5.703       5.748    -0.04654    0.003116   -0.001811    0.004197
78.2               5.679       5.682       5.734    -0.04399   -0.006672  -0.0007378   -0.000183
78.4               5.688       5.689       5.719     -0.0302    0.003323   -0.002608    0.004567
78.6               5.686       5.686       5.704    -0.01807   -0.002686    0.002139     0.00179
78.8               5.667       5.666        5.69    -0.01512    -0.00664   -0.001806    0.007275
79                 5.629       5.631       5.675    -0.03705   -0.009465    0.001864    0.008082
79.2               5.637       5.639       5.661    -0.02154   -0.001664    0.001206     0.01328
79.4               5.641       5.641       5.647   -0.001369    -0.00771    0.003398    0.004339
79.6               5.627       5.629       5.633    -0.01195    0.004559    0.003852    0.007911
79.8               5.594       5.595       5.619    -0.02043   -0.002027   -0.001112    0.007209
80                 5.592       5.594       5.605   -0.009076  -0.0006019  -0.0008553     0.01133
80.2               5.596       5.599       5.591    0.004994    0.001599    0.001364     0.01108
80.4               5.569        5.57       5.577   -0.003498   -0.005445     0.00228    0.005388
80.6               5.556       5.557       5.563    0.003055   -0.004042   -0.004541    0.008411
80.8               5.538        5.54       5.549   -0.006289   -0.002738  -0.0002424     0.01319
81                 5.521       5.525       5.535    -0.01282   0.0003007    0.002143    0.004014
81.2               5.513       5.514       5.522   -0.006265   -0.003815    0.001912    0.001903
81.4               5.494       5.495       5.508   -0.006866   -0.003768   -0.002315    0.006248
81.6               5.489        5.49       5.495     -0.0126    0.002974    0.004676    0.008648
81.8               5.462       5.465       5.481    -0.01493   -0.001597   0.0001929    0.008845
82                 5.456        5.46       5.468    -0.00177     -0.0033   -0.002712     0.01086
82.2               5.444       5.445       5.455    -0.01394     0.00335   0.0008544  -2.155e-05
82.4               5.432       5.432       5.441    -0.00466   -0.004085  -0.0005152     0.01193
82.6               5.397       5.398       5.428    -0.02392   -0.004517   -0.001916    0.003729
82.8               5.393       5.392       5.415    -0.02329   -0.001804    0.002162  -0.0001477
83                 5.389        5.39       5.402    -0.00921  -0.0005183    -0.00187      0.0156
83.2               5.379       5.382       5.389   -0.005209    -0.00116   -0.001134   0.0002338
83.4                5.36       5.361       5.376    -0.01592   -0.005008    0.005858    0.007855
83.6               5.359       5.359       5.363   -0.000962   -0.001112   -0.002543     0.00769
83.8               5.324       5.324        5.35    -0.01907   -0.004467   -0.002479    0.009851
84                  5.32        5.32       5.338    -0.01473   -0.001108   -0.001819    0.009325
84.2               5.315       5.315       5.325   -0.009936    -0.00102   0.0007031     0.01228
84.4               5.312       5.315       5.312  -0.0005264     0.00351  -4.133e-05   0.0007306
84.6                5.27       5.271         5.3    -0.02849    0.001767   -0.002018     0.01749
84.8               5.289       5.286       5.287   -0.001119  -0.0008931   0.0006542    0.001365
85                 5.272       5.274       5.275   -0.005843    0.005689   -0.001137    0.006218
85.2                5.26       5.259       5.262     0.00755   -0.006261   -0.004671    0.006217
85.4               5.238       5.236        5.25    -0.01118    0.002132   -0.005041    0.006658
85.6               5.223       5.224       5.238   -0.005421   -0.003946   -0.004145   0.0004702
85.8               5.216       5.217       5.226    -0.01329    0.005042  -0.0005724    0.003035
86                  5.22       5.219       5.214    0.001141    0.004105   0.0001893    0.006616
86.2               5.196       5.195       5.201    -0.01154    0.005722  -0.0003747    0.001332
86.4               5.197       5.197       5.189    0.009655  -0.0009719   -0.001248    0.003961
86.6               5.169        5.17       5.177   -0.009826    0.003819   -0.001304   -0.006647
86.8                5.16       5.159       5.166  -0.0009314  -0.0008506   -0.004602     0.00679
87                 5.155       5.155       5.154    0.004444   0.0008234   -0.003442     0.01282
87.2               5.139        5.14       5.142   0.0005928    0.001113   -0.003727  -0.0008374
87.4               5.114       5.113        5.13    -0.01769  -0.0001822    0.000865    0.006976
87.6               5.124       5.125       5.118    0.002119    0.002663    0.001684    0.005614
87.8               5.113        5.11       5.107    0.004337  -1.537e-05  -0.0008083     0.00469
88                 5.096       5.094       5.095     -0.0022    0.002857   -0.001782   -0.007031
88.2               5.092       5.093       5.084    0.009891  -0.0009404   0.0003325    0.006493
88.4               5.083       5.082       5.072    0.006983    0.004565   -0.001666    0.004811
88.6               5.076       5.075       5.061     0.01366    0.001463  -0.0004239   0.0002809
88.8               5.059       5.057       5.049    0.007777  -0.0008628    0.000612    0.004282
89                 5.038       5.039       5.038    0.005158  -0.0003268   -0.003367    0.005405
89.2               5.003       5.004       5.027    -0.02129  -0.0004447  -0.0005501    0.005651
89.4               5.028       5.028       5.015     0.01027   0.0003898    0.001829    0.006039
89.6               5.028       5.027       5.004     0.02248  -0.0001671   0.0005014   0.0009979
89.8               4.986       4.986       4.993   -0.004815   -0.002103  -0.0001723    0.008492
90                 4.986       4.985       4.982    0.005992   -0.001492   -0.000918      0.0148
90.2               4.986       4.987       4.971     0.01135    0.003768    0.001073    0.007793
90.4                4.97       4.969        4.96      0.0109   -0.002711   0.0009247    0.005374
90.6               4.949       4.951       4.949    0.000386    0.001101   0.0007705   -0.005792
90.8               4.947       4.948       4.938     0.00925   0.0005064   0.0001098    0.001516
91                 4.944       4.944       4.927     0.01247    0.003999   0.0008439    0.003788
91.2               4.916       4.918       4.916    0.005253   -0.006222    0.002557  -0.0009446
91.4                4.91       4.911       4.905    0.006905   -0.000401   -0.001097   -0.005269
91.6               4.898       4.898       4.895    0.007191   -0.002463   -0.001236    0.002695
91.8               4.891       4.893       4.884    0.008524  -0.0003653   0.0001414     0.01036
92                 4.865       4.865       4.874   -0.006904   -0.001104  -0.0006796    0.009428
92.2               4.878       4.879       4.863     0.01372    0.000691    0.002011    0.001528
92.4               4.866       4.866       4.852     0.01357   -0.001633    0.001541    0.007159
92.6               4.854       4.855       4.842     0.01098   0.0001859    0.001998    0.002504
92.8               4.839       4.838       4.831     0.01049   -0.001246   -0.002481   -0.005193
93                 4.811       4.812       4.821    -0.01198     0.00176   0.0007057    0.008995
93.2               4.816       4.816       4.811    0.005317   6.028e-05   0.0003015    0.004097
93.4               4.799       4.801         4.8     0.00623   -0.004232   -0.001823    0.003284
93.6               4.811       4.812        4.79     0.02467   -0.001455   -0.001859    0.002154
93.8               4.784       4.785        4.78    0.009784   -0.003643   -0.001472    0.003657
94                 4.795       4.796        4.77     0.02587    0.001781   -0.001528   -0.001454
94.2               4.776       4.778        4.76     0.01707    0.002123   -0.001167   -0.003317
94.4                4.76       4.761        4.75       0.011   0.0006145  -0.0003614  -0.0001159
94.6               4.759        4.76        4.74     0.02168   -0.001191   0.0001358    0.004445
94.8               4.726       4.727        4.73   -0.001129   -0.001462   0.0001374    -0.01023
95                 4.721       4.723        4.72    0.003812   0.0004506   -0.001102    0.002254
95.2               4.737       4.737        4.71      0.0292  -0.0001533    -0.00165   -0.001055
95.4                4.69       4.692         4.7    -0.00863   -0.001869    0.002323    0.009336
95.6               4.696       4.697        4.69    0.007932   -0.001353   0.0002635   -0.002443
95.8               4.676       4.677        4.68   -0.003187   -0.000334   8.853e-06   -0.006777
96                 4.666       4.665        4.67   -0.001681   -0.002346   -0.001027    0.002922
96.2                4.65       4.651       4.661   -0.004076   -0.005548   0.0003762    0.006845
96.4               4.651       4.651       4.651    0.000651   -0.000309  -0.0005066    0.007748
96.6               4.659        4.66       4.641     0.02392   -0.003265   -0.002471   0.0009249
96.8               4.633       4.634       4.632    0.003519   -0.001699   0.0008198  -0.0009823
97                  4.62       4.622       4.622  -0.0001891   -0.002063     0.00171    0.008108
97.2                4.64       4.641       4.613     0.02705   4.864e-05   0.0006267    0.005532
97.4               4.597       4.599       4.603    -0.00228     -0.0016  -0.0004795   -0.005583
97.6               4.604       4.604       4.594     0.01106   -0.001646   0.0006627   -0.004621
97.8               4.594       4.595       4.584    0.007115    0.002415    0.001133   -0.003807
98                 4.594       4.595       4.575      0.0208   -0.001111   0.0001973    0.004494
98.2               4.558       4.558       4.566   -0.007224   -0.002979    0.002363    0.009875
98.4               4.561       4.563       4.557    0.006918   0.0003388  -0.0009966    0.009899
98.6               4.566       4.567       4.547     0.01797   0.0007198   0.0005137   -0.004053
98.8               4.531       4.532       4.538   -0.007367    0.002889   -0.001855     0.01586
99                 4.526       4.527       4.531   -0.006133    0.002548  -0.0008868    0.002396
