# Multipolar energy analysis (kT)
# r/AA             exact       total      ionion      iondip      dipdip     ionquad     mucorr
54.4                4.09       4.901       8.242      -2.098     -0.7167     -0.5264     0.05242
54.6               4.132       4.907       8.212      -2.087     -0.6928     -0.5255     0.04864
54.8               4.175       4.928       8.182      -2.061     -0.6829     -0.5092     0.05152
55                 4.218       4.945       8.152       -2.03     -0.6769     -0.5004     0.04695
55.2               4.255       4.968       8.123      -2.003     -0.6562     -0.4952     0.05448
55.4               4.306       4.996       8.093       -1.97     -0.6511     -0.4762     0.04663
55.6               4.338       5.017       8.064      -1.967     -0.6115     -0.4685     0.05181
55.8               4.348       5.007       8.035      -1.957      -0.613     -0.4582     0.04485
56                 4.406       5.047       8.007       -1.93     -0.5947     -0.4341     0.04278
56.2               4.445       5.065       7.978      -1.894     -0.5872     -0.4315      0.0436
56.4               4.473       5.083        7.95       -1.87     -0.5746     -0.4225     0.03401
56.6                4.49       5.085       7.921       -1.86      -0.563     -0.4144     0.04548
56.8               4.555       5.114       7.894      -1.803     -0.5636     -0.4136     0.05405
57                 4.552       5.116       7.866      -1.814     -0.5439     -0.3925     0.04025
57.2               4.567       5.108       7.839      -1.803     -0.5346     -0.3936     0.03944
57.4               4.574       5.112       7.811      -1.776     -0.5273     -0.3959     0.04376
57.6                4.67       5.172       7.784      -1.714     -0.5236     -0.3741      0.0412
57.8               4.707       5.189       7.757      -1.705     -0.4926     -0.3701      0.0491
58                 4.732       5.203        7.73      -1.678     -0.4959     -0.3537     0.04073
58.2               4.741         5.2       7.704      -1.666       -0.49     -0.3476     0.04278
58.4                4.79       5.244       7.678      -1.634     -0.4684     -0.3305     0.03422
58.6               4.758       5.209       7.651      -1.665     -0.4451      -0.332     0.02312
58.8               4.814       5.241       7.625      -1.602     -0.4558     -0.3265     0.04228
59                  4.85        5.26       7.599      -1.568     -0.4463     -0.3248     0.04342
59.2               4.859       5.257       7.574       -1.56     -0.4454     -0.3112     0.04353
59.4               4.937        5.32       7.548       -1.49     -0.4365     -0.3009     0.04234
59.6               4.903       5.286       7.523      -1.546     -0.4014     -0.2898     0.03483
59.8               4.913        5.28       7.498      -1.527     -0.4026     -0.2882     0.02554
60                 4.954       5.308       7.473      -1.456     -0.4254     -0.2841      0.0447
60.2                4.99       5.334       7.448      -1.441     -0.4007     -0.2725     0.03608
60.4               4.968       5.303       7.423      -1.432      -0.411      -0.277     0.03995
60.6               5.048       5.364       7.399      -1.397     -0.3827     -0.2552     0.03445
60.8               5.068       5.377       7.374      -1.354     -0.3898     -0.2532     0.03608
61                 5.121       5.415        7.35       -1.34     -0.3599     -0.2356     0.02981
61.2               5.037       5.336       7.326      -1.372     -0.3673     -0.2511     0.03143
61.4               5.059       5.348       7.302      -1.359     -0.3514     -0.2442     0.03586
61.6               5.084       5.364       7.279      -1.346     -0.3374     -0.2308     0.03051
61.8               5.126        5.39       7.255      -1.286     -0.3455     -0.2333     0.04042
62                 5.135       5.394       7.232      -1.284     -0.3348     -0.2182     0.02922
62.2               5.155       5.408       7.208      -1.263     -0.3198     -0.2175     0.03475
62.4                5.16       5.402       7.185      -1.229     -0.3341     -0.2202     0.04185
62.6               5.174        5.41       7.162      -1.227     -0.3134     -0.2121     0.03654
62.8               5.235       5.459        7.14      -1.188      -0.294     -0.1983     0.02608
63                 5.226       5.447       7.117      -1.168     -0.3083     -0.1933     0.02532
63.2               5.256       5.455       7.094      -1.151     -0.2962     -0.1923     0.03357
63.4               5.224        5.43       7.072      -1.159     -0.2956     -0.1874     0.02789
63.6               5.256       5.468        7.05      -1.119     -0.2827     -0.1803     0.02414
63.8               5.282       5.481       7.028      -1.113     -0.2625     -0.1714     0.02497
64                 5.295       5.489       7.006      -1.069     -0.2815     -0.1668     0.03202
64.2                5.29       5.465       6.984      -1.089     -0.2608     -0.1692     0.03594
64.4               5.287       5.465       6.962      -1.056     -0.2705     -0.1702     0.02865
64.6                5.28       5.462       6.941      -1.055      -0.255     -0.1686     0.02978
64.8               5.323       5.496       6.919      -1.015      -0.258     -0.1496     0.03471
65                   5.3       5.461       6.898      -1.026     -0.2508     -0.1605     0.02968
65.2               5.337       5.488       6.877     -0.9941      -0.242     -0.1527     0.03229
65.4               5.327       5.484       6.856     -0.9932     -0.2309      -0.147     0.02253
65.6               5.347       5.488       6.835     -0.9614     -0.2338     -0.1516     0.02723
65.8               5.347       5.492       6.814     -0.9612     -0.2237     -0.1369     0.03249
66                 5.369       5.502       6.793     -0.9288     -0.2214     -0.1408     0.03767
66.2               5.328       5.469       6.773     -0.9534     -0.2168     -0.1336     0.03046
66.4                5.35       5.485       6.752     -0.9219      -0.212     -0.1333      0.0221
66.6               5.366       5.489       6.732     -0.9254     -0.1868      -0.131     0.02363
66.8               5.405       5.525       6.712     -0.8514     -0.2102     -0.1256     0.03612
67                 5.351       5.472       6.692     -0.8991     -0.1972     -0.1233     0.02067
67.2               5.372       5.495       6.672     -0.8657     -0.1868     -0.1248     0.03002
67.4               5.386       5.498       6.652     -0.8431     -0.1913     -0.1195     0.02986
67.6               5.381       5.496       6.633     -0.8442      -0.181     -0.1111     0.02449
67.8               5.399       5.509       6.613     -0.8147     -0.1808     -0.1086     0.01982
68                 5.396       5.504       6.594      -0.803     -0.1864     -0.1002     0.03609
68.2               5.408        5.51       6.574     -0.7748     -0.1812     -0.1077     0.02094
68.4                5.38       5.471       6.555      -0.806     -0.1714     -0.1061     0.02224
68.6                5.41        5.51       6.536     -0.7531     -0.1723     -0.1002     0.03443
68.8                 5.4       5.498       6.517     -0.7553     -0.1692    -0.09458     0.03249
69                 5.402       5.495       6.498     -0.7202     -0.1797     -0.1034     0.03989
69.2                5.38       5.477       6.479     -0.7303     -0.1741     -0.0979     0.03391
69.4               5.386        5.47       6.461     -0.7553     -0.1425    -0.09315     0.02357
69.6               5.387       5.474       6.442      -0.723     -0.1617    -0.08288     0.03399
69.8               5.388       5.468       6.424     -0.7061     -0.1645    -0.08547     0.03062
70                 5.429       5.504       6.405     -0.6757     -0.1449    -0.08104     0.02088
70.2               5.417       5.496       6.387     -0.6766     -0.1385    -0.07594       0.012
70.4               5.415       5.487       6.369     -0.6649     -0.1409     -0.0761     0.02378
70.6               5.395       5.468       6.351      -0.681     -0.1256    -0.07631     0.02185
70.8               5.431       5.508       6.333     -0.6268     -0.1289    -0.06908     0.02495
71                 5.376       5.443       6.315     -0.6617     -0.1346    -0.07564     0.02533
71.2                5.41       5.477       6.297     -0.6221       -0.13      -0.068     0.01882
71.4               5.396       5.462        6.28     -0.6213     -0.1259    -0.07019      0.0226
71.6               5.405       5.475       6.262     -0.5908      -0.129     -0.0675      0.0227
71.8               5.399       5.458       6.245     -0.6068     -0.1159    -0.06349     0.02706
72                 5.442       5.497       6.227     -0.5637     -0.1058    -0.06128     0.02516
72.2               5.404       5.458        6.21     -0.5805     -0.1098    -0.06197      0.0261
72.4               5.388        5.45       6.193     -0.5691     -0.1134    -0.06076     0.02574
72.6               5.371       5.429       6.176     -0.5717       -0.11    -0.06538     0.01629
72.8               5.375        5.43       6.159     -0.5556     -0.1154    -0.05801     0.01668
73                 5.371       5.424       6.142     -0.5633    -0.09523    -0.05906     0.02371
73.2               5.421       5.471       6.125     -0.4983     -0.1029    -0.05324     0.01485
73.4               5.373       5.419       6.108      -0.525     -0.1058    -0.05871     0.02883
73.6               5.353       5.404       6.092     -0.5376    -0.09382     -0.0561     0.02542
73.8                5.37       5.418       6.075     -0.5167    -0.09005    -0.05106     0.01306
74                 5.353       5.397       6.059     -0.5109    -0.09868    -0.05277     0.01606
74.2               5.378       5.421       6.043     -0.4746    -0.09603    -0.05144     0.02619
74.4               5.358       5.402       6.026     -0.4819    -0.09429    -0.04782     0.02464
74.6               5.353       5.394        6.01     -0.4897    -0.08554    -0.04072     0.01056
74.8               5.365       5.402       5.994     -0.4619    -0.08352    -0.04657      0.0216
75                  5.36       5.396       5.978      -0.461    -0.08108    -0.03999    0.009062
75.2               5.364       5.403       5.962     -0.4349    -0.08518    -0.03971      0.0182
75.4               5.353       5.391       5.947     -0.4366    -0.08282    -0.03651      0.0276
75.6               5.319       5.349       5.931     -0.4673     -0.0715    -0.04304     0.01558
75.8               5.313       5.353       5.915     -0.4483    -0.07827     -0.0356      0.0141
76                 5.306       5.343         5.9     -0.4398    -0.08066    -0.03597     0.02799
76.2               5.308       5.342       5.884     -0.4243    -0.07811    -0.03917     0.01626
76.4               5.333       5.365       5.869     -0.3938    -0.07758    -0.03191     0.01521
76.6               5.274       5.306       5.853     -0.4293     -0.0764    -0.04178    0.004933
76.8                5.32        5.35       5.838     -0.3886    -0.06952    -0.02976     0.01793
77                 5.294       5.324       5.823     -0.3836    -0.07485    -0.04031      0.0107
77.2               5.265       5.291       5.808     -0.3921    -0.08531    -0.03952     0.01526
77.4               5.282       5.307       5.793     -0.3813    -0.07122    -0.03315     0.01374
77.6               5.292       5.318       5.778     -0.3581    -0.06411     -0.0373     0.02264
77.8               5.315       5.339       5.763     -0.3243    -0.07361    -0.02646    0.008033
78                 5.242       5.272       5.748     -0.3783       -0.07    -0.02775    0.008299
78.2               5.279       5.303       5.734      -0.335    -0.06818    -0.02721     0.01844
78.4               5.247       5.269       5.719     -0.3499    -0.06863    -0.03093     0.01102
78.6               5.281       5.303       5.704     -0.3115     -0.0656    -0.02388      0.0108
78.8               5.254       5.276        5.69     -0.3301    -0.06059    -0.02277     0.01148
79                 5.277         5.3       5.675     -0.2885    -0.06256    -0.02469    0.002903
79.2                5.25       5.271       5.661     -0.3055    -0.05775    -0.02732     0.01492
79.4               5.227       5.249       5.647     -0.3117    -0.06099    -0.02565     0.01745
79.6               5.247       5.267       5.633     -0.2818    -0.06111    -0.02302     0.01222
79.8                5.25       5.267       5.619     -0.2793    -0.04697    -0.02543     0.02079
80                 5.219       5.241       5.605     -0.2839    -0.05535    -0.02407    0.005227
80.2                5.21       5.229       5.591     -0.2879     -0.0533    -0.02055     0.01407
80.4               5.237       5.253       5.577     -0.2513    -0.05109    -0.02144     0.01435
80.6               5.189       5.205       5.563     -0.2829    -0.05131    -0.02324     0.02055
80.8               5.203       5.221       5.549     -0.2567     -0.0523    -0.01883    0.001852
81                 5.181         5.2       5.535     -0.2695    -0.05189    -0.01401    0.008384
81.2               5.189       5.205       5.522     -0.2471    -0.05138    -0.01846     0.01823
81.4               5.181       5.198       5.508     -0.2483    -0.04529    -0.01618     0.01343
81.6               5.203       5.221       5.495     -0.2059    -0.04879     -0.0189       0.012
81.8                5.18       5.192       5.481     -0.2281    -0.04665    -0.01455     0.02649
82                 5.163       5.177       5.468     -0.2319    -0.04372    -0.01472     0.02412
82.2               5.118       5.133       5.455     -0.2676    -0.04091    -0.01339     0.01093
82.4               5.123       5.137       5.441     -0.2436    -0.04603    -0.01455     0.01422
82.6               5.115        5.13       5.428     -0.2333     -0.0456    -0.01935      0.0166
82.8               5.132       5.145       5.415     -0.2162    -0.04357    -0.01026    0.008197
83                 5.129       5.145       5.402     -0.2001    -0.03762    -0.01891    0.000508
83.2               5.122       5.134       5.389     -0.2034    -0.03921    -0.01231    0.009923
83.4               5.124       5.133       5.376     -0.1888    -0.04097    -0.01291     0.02533
83.6               5.112       5.123       5.363     -0.1914    -0.03836   -0.009995    0.007928
83.8               5.084       5.092        5.35     -0.2003    -0.04413    -0.01376     0.01594
84                 5.074       5.084       5.338     -0.1995    -0.04185    -0.01253     0.01587
84.2               5.081       5.091       5.325     -0.1847    -0.03896    -0.01038     0.01317
84.4               5.085       5.096       5.312     -0.1618    -0.04115     -0.0134     0.01571
84.6               5.052       5.064         5.3     -0.1822    -0.03979    -0.01374     0.02319
84.8               5.053       5.061       5.287      -0.183     -0.0305    -0.01233     0.01875
85                 5.049       5.061       5.275     -0.1627    -0.03653    -0.01437      0.0143
85.2                5.03        5.04       5.262      -0.175    -0.03516     -0.0119    0.005847
85.4               5.018       5.027        5.25      -0.177    -0.03492      -0.011     0.01254
85.6               5.051       5.059       5.238     -0.1362    -0.03244   -0.009838     0.01364
85.8               5.012       5.019       5.226     -0.1597    -0.03479    -0.01242     0.01394
86                 5.011       5.021       5.214     -0.1536    -0.03365   -0.005287     0.01509
86.2                4.99       4.998       5.201      -0.159    -0.03371    -0.01096     0.01229
86.4               5.009       5.016       5.189     -0.1251    -0.03764    -0.01087      0.0173
86.6               4.969       4.976       5.177     -0.1621    -0.03084   -0.008265     0.01369
86.8               4.976       4.984       5.166     -0.1415    -0.03222   -0.008015     0.02477
87                 4.966       4.975       5.154     -0.1458    -0.02401   -0.008964     0.01337
87.2               4.978       4.987       5.142     -0.1149    -0.03287   -0.007334     0.01126
87.4               4.975       4.983        5.13     -0.1129    -0.02719   -0.007024     0.01374
87.6               4.937       4.945       5.118     -0.1357    -0.02967   -0.007608    0.005151
87.8               4.943       4.951       5.107     -0.1259    -0.02566   -0.004153    0.006664
88                 4.935        4.94       5.095     -0.1186    -0.02623   -0.009786     0.01472
88.2               4.933        4.94       5.084     -0.1068    -0.02742    -0.00943     0.01801
88.4               4.911       4.917       5.072     -0.1137    -0.03064    -0.01026     0.01874
88.6               4.906       4.912        5.06     -0.1088     -0.0314   -0.008043     0.01174
88.8               4.908       4.913       5.049    -0.09664    -0.03144   -0.008448      0.0118
89                 4.893         4.9       5.038     -0.1019    -0.03039   -0.005798     0.02568
89.2               4.893         4.9       5.027     -0.1003    -0.02406   -0.002389     0.01236
89.4               4.885       4.893       5.015    -0.09119    -0.02326   -0.008039     0.00094
89.6               4.868       4.874       5.004    -0.09999    -0.02445   -0.005104    0.005014
89.8               4.867       4.873       4.993    -0.09119    -0.02279   -0.006458     0.01328
90                 4.845       4.853       4.982      -0.095    -0.02759   -0.006525     0.01042
90.2                4.85       4.855       4.971    -0.08815    -0.02437   -0.003052    0.007534
90.4               4.835        4.84        4.96    -0.08803     -0.0237     -0.0076      0.0117
90.6               4.833        4.84       4.949     -0.0804    -0.02386   -0.005007   0.0005752
90.8               4.817       4.823       4.938    -0.08649    -0.02178   -0.006796     0.01838
91                 4.823       4.829       4.927    -0.06829     -0.0227   -0.006815    0.007513
91.2               4.797       4.803       4.916     -0.0828    -0.02438   -0.006187   -0.003083
91.4               4.794       4.799       4.905    -0.07851    -0.02325   -0.004749     0.01594
91.6               4.788       4.794       4.895    -0.07386    -0.02194   -0.005374     0.02589
91.8               4.778       4.784       4.884    -0.07854    -0.01361   -0.008217     0.01293
92                  4.79       4.795       4.874    -0.05688    -0.01674   -0.005106     0.01331
92.2               4.778       4.783       4.863    -0.05483      -0.019   -0.006433     0.01892
92.4               4.769       4.774       4.852    -0.05757    -0.01766    -0.00325    0.004094
92.6                4.76       4.764       4.842    -0.04789    -0.02414   -0.005418     0.02159
92.8               4.744        4.75       4.831    -0.06227    -0.01519   -0.004082     0.02467
93                  4.74       4.745       4.821    -0.05382    -0.01877   -0.003446     0.01881
93.2               4.727       4.732       4.811    -0.05649    -0.01935   -0.002824      0.0193
93.4               4.714        4.72         4.8    -0.06258    -0.01523   -0.003112     0.01191
93.6                4.71       4.716        4.79    -0.05116    -0.01669   -0.006415     0.01652
93.8               4.699       4.704        4.78    -0.05325    -0.01753   -0.005717     0.01525
94                 4.692       4.697        4.77     -0.0481    -0.01991   -0.004533    0.005673
94.2               4.695       4.698        4.76    -0.04272    -0.01415    -0.00465    0.001774
94.4               4.688       4.693        4.75    -0.03991    -0.01692   0.0005566     0.01304
94.6               4.682       4.685        4.74    -0.03238    -0.01807   -0.004085     0.01333
94.8               4.666       4.669        4.73    -0.04314    -0.01486   -0.002577    0.007895
95                 4.646       4.651        4.72    -0.05507    -0.01032   -0.003588     0.02398
95.2               4.654       4.657        4.71     -0.0351    -0.01435   -0.003282     0.02825
95.4               4.662       4.666         4.7    -0.02032    -0.01274   -0.001101    0.005632
95.6               4.642       4.644        4.69       -0.03    -0.01452   -0.001984     0.01299
95.8               4.631       4.636        4.68    -0.02675    -0.01393   -0.003512     0.01372
96                 4.644       4.649        4.67    -0.01314   -0.009157   0.0007496    0.006206
96.2               4.625       4.628       4.661     -0.0216   -0.009773   -0.001627       0.012
96.4                4.61       4.613       4.651    -0.02194    -0.01362   -0.002562     0.01071
96.6               4.611       4.615       4.641    -0.01165    -0.01225    -0.00306     0.01686
96.8               4.618       4.622       4.632   -0.002856   -0.009193    0.001794      0.0136
97                 4.592       4.596       4.622    -0.01581   -0.008726   -0.001627      0.0205
97.2               4.596       4.598       4.613   -0.005037   -0.009379  -3.474e-05     0.01785
97.4               4.569       4.571       4.603    -0.01909    -0.01004   -0.002982     0.02398
97.6               4.585       4.587       4.594    0.004297   -0.009666    -0.00116     0.02434
97.8                4.57       4.574       4.584   -0.002512   -0.007745  -0.0003761    0.008866
98                 4.545       4.548       4.575     -0.0205   -0.007591    0.001351     0.02167
98.2               4.543       4.546       4.566   -0.007768    -0.01153  -0.0001656     0.01711
98.4               4.553       4.554       4.557    0.007236   -0.009872  -0.0002121     0.01806
98.6               4.526       4.528       4.547    -0.01175   -0.006838  -0.0003901     0.01581
98.8               4.529       4.533       4.538    0.004264   -0.009065  -0.0004515     0.01699
99                 4.538       4.542       4.531     0.01891   -0.006623   -0.001587    0.007055
