# Multipolar energy analysis (kT)
# r/AA             exact       total      ionion      iondip      dipdip     ionquad     mucorr
47                  3.23       4.319        9.54      -3.965     -0.2225      -1.033    -0.07577
47.2               3.302       4.359       9.499      -4.025     -0.1188     -0.9969    -0.07573
47.4               3.371       4.454       9.459      -3.983    -0.07748     -0.9441     -0.1004
47.6               3.463       4.491       9.419       -3.76     -0.2296     -0.9384    -0.06439
47.8               3.527       4.497        9.38      -3.714     -0.2226     -0.9459    -0.05174
48                 3.694       4.495        9.34      -3.859    -0.08455     -0.9013    -0.09977
48.2               3.787       4.568       9.302      -3.805     -0.0493       -0.88    -0.08991
48.4               3.788       4.577       9.264       -3.68     -0.1514     -0.8552    -0.08034
48.6               3.863       4.646       9.226      -3.588     -0.1638     -0.8281    -0.06884
48.8               4.089       4.685       9.187      -3.633      -0.023     -0.8467     -0.0805
49                 4.167       4.872        9.15      -3.395     -0.1165     -0.7674    -0.08698
49.2               4.083       4.778       9.113      -3.469     -0.1003     -0.7651     -0.0998
49.4               4.187       4.837       9.077      -3.384     -0.1249     -0.7315    -0.08879
49.6               4.368       4.909        9.04      -3.277      -0.113     -0.7409    -0.07233
49.8               4.332       4.948       9.003      -3.334    -0.01631     -0.7054     -0.1015
50                 4.312       4.909       8.967      -3.227      -0.152     -0.6787    -0.04964
50.2               4.309       4.873       8.932       -3.19     -0.1663     -0.7029    -0.09157
50.4               4.362        4.96       8.897      -3.137     -0.1412     -0.6588    -0.06643
50.6               4.428       4.934       8.861      -3.246    -0.02408     -0.6569    -0.09006
50.8               4.545       5.031       8.826      -3.051     -0.1223     -0.6231    -0.07698
51                 4.622        5.02       8.792      -3.077    -0.05514     -0.6398    -0.07522
51.2               4.676       5.001       8.757      -3.101    -0.03279     -0.6227    -0.08906
51.4               4.836       5.156       8.724      -2.882    -0.07845     -0.6075       -0.07
51.6               4.734       5.082        8.69      -2.849     -0.1361      -0.623     -0.0669
51.8               4.707       5.101       8.656      -2.835     -0.1575     -0.5615     -0.0594
52                 4.861       5.226       8.621       -2.74      -0.104     -0.5508    -0.07106
52.2                4.91       5.169       8.589      -2.836     -0.0043     -0.5796    -0.08302
52.4               4.931       5.194       8.557      -2.731    -0.07893     -0.5532    -0.06753
52.6               4.818       5.184       8.524      -2.685     -0.1286     -0.5261    -0.04772
52.8                4.87       5.209       8.492      -2.595     -0.1726     -0.5158    -0.04964
53                 4.986       5.342        8.46      -2.535     -0.1067     -0.4761     -0.0523
53.2               5.058       5.385       8.428      -2.465     -0.1054     -0.4733    -0.04878
53.4               4.987       5.258       8.396      -2.575    -0.07835     -0.4846    -0.04688
53.6               5.117       5.357       8.365      -2.463    -0.08535     -0.4593    -0.04915
53.8               5.145       5.353       8.334      -2.474    -0.03112     -0.4759    -0.06944
54                 5.154       5.381       8.303      -2.384     -0.1105     -0.4277    -0.05571
54.2               5.148       5.388       8.272      -2.415    -0.05427     -0.4154    -0.06613
54.4               5.252       5.466       8.242      -2.293    -0.09434     -0.3889    -0.07368
54.6               5.329       5.622       8.212      -2.104     -0.1305     -0.3555    -0.04573
54.8               5.195       5.415       8.182      -2.298    -0.09217     -0.3773    -0.03195
55                 5.358       5.533       8.152      -2.168    -0.09022      -0.361    -0.03544
55.2               5.293         5.5       8.122      -2.223    -0.03975     -0.3596    -0.05163
55.4               5.246       5.466       8.093        -2.2    -0.07211     -0.3552    -0.03572
55.6               5.457       5.606       8.064      -2.034    -0.05918     -0.3648    -0.05674
55.8               5.414        5.56       8.035      -2.062    -0.08036     -0.3332    -0.02741
56                 5.498       5.661       8.006      -1.982    -0.05343     -0.3096    -0.01217
56.2               5.449       5.597       7.978      -1.994    -0.07434     -0.3124    -0.03522
56.4               5.482       5.588        7.95       -1.94    -0.06367     -0.3578    -0.04388
56.6               5.512       5.637       7.922      -1.896    -0.07356     -0.3155   -0.008411
56.8               5.496       5.592       7.894      -1.992     -0.0227     -0.2873    -0.02146
57                 5.529       5.658       7.867      -1.859    -0.08473      -0.265    -0.03608
57.2                5.51        5.62       7.838      -1.827    -0.09202     -0.2992    -0.03192
57.4               5.528       5.663       7.811       -1.73     -0.1327     -0.2857    -0.01842
57.6               5.489       5.626       7.784      -1.833    -0.06162     -0.2633    -0.05237
57.8               5.547       5.654       7.757      -1.768    -0.04988     -0.2853    -0.04003
58                 5.686       5.739        7.73      -1.642    -0.06654      -0.283    -0.01412
58.2               5.675       5.781       7.704      -1.668    -0.02221     -0.2333    -0.05012
58.4               5.771       5.822       7.678      -1.602     -0.0259     -0.2275    -0.02326
58.6               5.681       5.766       7.651      -1.557    -0.09399     -0.2345    -0.04815
58.8               5.696       5.786       7.625      -1.549    -0.05106     -0.2394     -0.0348
59                 5.761       5.834       7.599      -1.485    -0.07767     -0.2023    -0.03003
59.2               5.644       5.719       7.574      -1.569    -0.07749     -0.2078    -0.02112
59.4               5.676       5.741       7.549      -1.518    -0.07297     -0.2167   -0.005886
59.6               5.737       5.799       7.523        -1.5    -0.02439     -0.1992   -0.009217
59.8               5.725       5.781       7.498      -1.453     -0.0633     -0.2002    -0.03789
60                 5.751       5.821       7.473       -1.35    -0.06805      -0.234    -0.01433
60.2                5.75       5.806       7.448      -1.356    -0.08424     -0.2009    -0.01118
60.4               5.794        5.85       7.423       -1.35   -0.002536     -0.2206    -0.01867
60.6                5.75       5.813       7.399      -1.321    -0.08131     -0.1838    -0.02165
60.8               5.733       5.766       7.374      -1.398      -0.017     -0.1929    -0.03278
61                 5.783       5.818        7.35       -1.31    -0.04175     -0.1811     -0.0488
61.2               5.818       5.856       7.326      -1.262    -0.03867     -0.1689    -0.04238
61.4               5.897       5.943       7.302       -1.18    -0.01182     -0.1677    -0.02223
61.6               5.705       5.769       7.279      -1.277    -0.05704     -0.1756   -0.009622
61.8               5.944       5.988       7.255      -1.085    -0.03626      -0.146    -0.02347
62                 5.839       5.883       7.232      -1.131    -0.06711     -0.1502   -0.004974
62.2                5.86       5.895       7.208      -1.154    -0.01016     -0.1489    -0.04898
62.4               5.921       5.952       7.185      -1.031    -0.04914      -0.153     -0.0253
62.6               5.851       5.871       7.162      -1.085    -0.06156     -0.1446    -0.01179
62.8               5.869       5.904        7.14       -1.05    -0.06906     -0.1172    0.009973
63                  5.83       5.879       7.117      -1.042    -0.07278     -0.1229    -0.01065
63.2               5.896       5.925       7.094      -1.003    -0.05422      -0.112   -0.003673
63.4               5.918       5.958       7.072     -0.9457    -0.05529     -0.1132     -0.0134
63.6               5.895       5.935       7.049     -0.9607    -0.04779     -0.1055    -0.01933
63.8               5.859       5.891       7.028      -1.021     -0.0123     -0.1034    -0.02899
64                 5.923       5.953       7.006     -0.8845    -0.06756     -0.1007   -0.009679
64.2               5.858       5.907       6.984     -0.9278     -0.0419     -0.1072    -0.02968
64.4               5.887       5.911       6.962      -0.917    -0.03191     -0.1021    -0.03093
64.6               5.952       5.957       6.941     -0.8545    -0.02066      -0.108     -0.0395
64.8               5.861       5.909       6.919     -0.8894    -0.03084    -0.09052    -0.03199
65                 5.926        5.95       6.898     -0.8249     -0.0378    -0.08516   -0.008153
65.2               5.884       5.918       6.876     -0.8282    -0.04106    -0.08959    -0.01459
65.4                5.94       5.965       6.856     -0.7603    -0.04018    -0.08994    -0.00934
65.6               5.998        6.02       6.835     -0.6835    -0.02871     -0.1024    -0.01242
65.8               5.921       5.943       6.814     -0.7826    0.006393    -0.09485    -0.02223
66                 5.964       5.991       6.793      -0.696    -0.02451    -0.08227     0.02597
66.2               5.959       5.968       6.773     -0.7064    -0.02624    -0.07236   -0.009874
66.4               5.868       5.882       6.753      -0.762    -0.02785     -0.0804   -0.002163
66.6               5.912       5.921       6.732     -0.7198   -0.005692    -0.08605    -0.02136
66.8               5.922       5.938       6.712     -0.6753    -0.01597     -0.0821     0.00318
67                 5.931        5.94       6.692     -0.6494    -0.02938    -0.07329   -0.001946
67.2               5.856       5.867       6.672     -0.6995    -0.02626    -0.07919    -0.02396
67.4               5.866       5.868       6.652     -0.6661    -0.03334    -0.08446    -0.01561
67.6               5.881       5.896       6.633     -0.6411    -0.01612    -0.07898    0.003398
67.8               5.862       5.872       6.613     -0.6746   0.0008606    -0.06724    0.007302
68                 5.854       5.871       6.594     -0.6307    -0.02513    -0.06696     -0.0113
68.2               5.875       5.871       6.574     -0.6244    -0.01227    -0.06628    0.004872
68.4               5.931       5.939       6.555     -0.5428    -0.01635    -0.05708    -0.02251
68.6               5.868       5.876       6.536     -0.5691    -0.01369    -0.07759    0.004238
68.8               5.851       5.868       6.517     -0.5757    -0.01881    -0.05409     0.00663
69                 5.815        5.82       6.498     -0.6057   -0.007916    -0.06391   -0.007614
69.2               5.792       5.807       6.479     -0.6031    -0.01366    -0.05541   0.0006051
69.4               5.822       5.831       6.461     -0.5578    -0.01559    -0.05633    -0.01499
69.6               5.786       5.786       6.442     -0.5856     -0.0128    -0.05706      0.0102
69.8               5.762       5.765       6.424     -0.5845     -0.0185    -0.05544   -0.009174
70                 5.821       5.831       6.405     -0.5182   0.0002716    -0.05627    0.006894
70.2               5.711        5.72       6.387     -0.5929     -0.0296    -0.04452   -0.003183
70.4               5.795       5.806       6.369     -0.4914    -0.01467    -0.05723     0.01624
70.6               5.758       5.762       6.351     -0.5348    -0.01149    -0.04288    -0.02517
70.8               5.744       5.754       6.333     -0.5209    -0.01337    -0.04457    0.005172
71                 5.738       5.757       6.315     -0.4971    -0.02067    -0.03965   -0.006318
71.2                 5.7       5.709       6.297     -0.5203    -0.01727    -0.05086   -0.001712
71.4               5.767       5.767        6.28     -0.4292     -0.0295    -0.05388     0.01055
71.6               5.733       5.739       6.262     -0.4555    -0.01812    -0.04916     0.01607
71.8               5.731       5.741       6.245      -0.465  -0.0005657    -0.03759     0.01767
72                 5.685       5.699       6.227     -0.4666    -0.02003    -0.04169    0.005153
72.2               5.717       5.723        6.21     -0.4157     -0.0343    -0.03706    0.005111
72.4                5.74       5.744       6.193     -0.3955    -0.01965    -0.03338   -0.003048
72.6               5.681        5.69       6.176     -0.4431    -0.01026    -0.03277   0.0001971
72.8               5.701       5.711       6.159     -0.3874    -0.02156    -0.03874     0.01214
73                 5.705       5.716       6.142     -0.3911   -0.004105     -0.0308   -0.004112
73.2               5.689       5.697       6.125     -0.3733      -0.025    -0.02947     0.01177
73.4               5.654       5.659       6.109     -0.4007    -0.01822     -0.0311   -0.001598
73.6               5.652       5.651       6.092     -0.3958    -0.01458    -0.03058    -0.01074
73.8               5.634        5.64       6.075     -0.4003    -0.01373    -0.02155   -0.001618
74                 5.652       5.657       6.059     -0.3709   -0.007284     -0.0238    0.004211
74.2               5.607        5.61       6.043     -0.3745    -0.02204    -0.03613   0.0006863
74.4               5.614       5.614       6.026     -0.3821   -0.007886    -0.02246    0.009538
74.6               5.599       5.605        6.01     -0.3498    -0.02891    -0.02601   0.0008084
74.8               5.563       5.568       5.994     -0.3977    -0.00264    -0.02557     0.01059
75                 5.605       5.607       5.978     -0.3316    -0.01617    -0.02331     0.01021
75.2               5.588       5.583       5.962     -0.3274    -0.01748    -0.03437     0.01477
75.4               5.566       5.568       5.947     -0.3362    -0.01514    -0.02736   -0.001392
75.6               5.552       5.548       5.931     -0.3481   -0.007913     -0.0271    0.008494
75.8               5.556        5.56       5.915     -0.3259   -0.004569    -0.02421     0.01984
76                 5.527       5.527       5.899     -0.3388    -0.01188     -0.0217   -0.006966
76.2               5.552       5.555       5.884     -0.2773    -0.02632    -0.02523  -0.0006477
76.4               5.521       5.525       5.869     -0.3101    -0.01067    -0.02299    0.003809
76.6                5.53       5.529       5.853     -0.2713     -0.0247    -0.02869    0.009193
76.8               5.471       5.471       5.838     -0.3264    -0.02218    -0.01905     0.01428
77                 5.484       5.481       5.823     -0.3108   -0.008154    -0.02276    0.005339
77.2                5.49        5.49       5.808     -0.2722    -0.01974    -0.02632    0.005618
77.4               5.509       5.513       5.793     -0.2525   -0.005609    -0.02215     0.01697
77.6               5.463       5.467       5.778     -0.2789   -0.006573    -0.02583   -0.006527
77.8               5.448       5.445       5.763     -0.2861   0.0001753     -0.0316    0.001996
78                 5.466       5.467       5.748      -0.261   8.547e-05    -0.02012  -8.095e-05
78.2               5.428       5.433       5.734      -0.266    -0.01121     -0.0233     0.01173
78.4               5.462        5.46       5.719     -0.2246    -0.01184    -0.02293     0.01842
78.6               5.436       5.438       5.704     -0.2391    -0.01348     -0.0143    0.006602
78.8               5.409       5.407        5.69      -0.243    -0.01303    -0.02731  -0.0007531
79                 5.439       5.439       5.675      -0.205    -0.01111    -0.02091  -0.0009485
79.2               5.446       5.446       5.661     -0.2021    0.005466    -0.01892    0.006787
79.4               5.406       5.409       5.647     -0.2203    0.003589     -0.0213    0.008941
79.6               5.417       5.416       5.633     -0.1992   -0.004211    -0.01336   0.0006453
79.8               5.359       5.363       5.619     -0.2225    -0.01529    -0.01813   -0.002369
80                 5.352       5.354       5.605     -0.2376    0.001471    -0.01404    -0.01506
80.2               5.357       5.356       5.591       -0.22   -0.002129    -0.01267    0.003938
80.4               5.304       5.311       5.577     -0.2465   -0.005981    -0.01345    0.002887
80.6               5.321        5.33       5.563     -0.2179   -0.001118    -0.01387    -0.01436
80.8               5.321        5.32       5.549      -0.217     0.01003    -0.02225    -0.00345
81                  5.31        5.31       5.535     -0.2122   -0.005707    -0.00787   -0.004968
81.2               5.324       5.329       5.522     -0.1878    0.003774   -0.009012   -0.006597
81.4               5.275       5.278       5.508      -0.214   -0.001534    -0.01451    -0.01229
81.6               5.299       5.303       5.495     -0.1759    0.002532    -0.01795    0.004147
81.8                5.26       5.259       5.481      -0.208    0.002441     -0.0166    -0.01744
82                 5.282       5.292       5.468     -0.1573   -0.000241     -0.0186   -0.005014
82.2                5.27       5.274       5.454     -0.1619    -0.00689    -0.01139   -0.007575
82.4               5.232       5.236       5.441     -0.1997    0.004541   -0.009851     -0.0138
82.6               5.249       5.254       5.428     -0.1576    -0.00888   -0.007247  -0.0006459
82.8               5.254       5.256       5.415     -0.1469   -0.001009    -0.01069    -0.01553
83                 5.219       5.221       5.402     -0.1663   -0.004734       -0.01    -0.01519
83.2               5.213        5.21       5.389      -0.162   -0.002634    -0.01387    0.002063
83.4               5.206       5.207       5.376     -0.1637    0.004538     -0.0101    0.002083
83.6                 5.2       5.204       5.363     -0.1577    0.007365   -0.008815    0.005302
83.8               5.214       5.214        5.35     -0.1337  -8.233e-05   -0.003096   -0.002915
84                 5.191       5.194       5.338     -0.1268    -0.00464    -0.01259   -0.001549
84.2               5.186       5.188       5.325     -0.1279    0.004279    -0.01325   -0.001254
84.4               5.145       5.144       5.312     -0.1586   0.0006231    -0.01024    0.003843
84.6               5.111       5.113         5.3     -0.1691   -0.009013   -0.008336   -0.005621
84.8               5.134       5.132       5.287      -0.144  -0.0002341    -0.01137   -0.003749
85                 5.154       5.154       5.275     -0.1103   -0.003703    -0.00641    0.004123
85.2               5.097       5.095       5.262     -0.1539   -0.003858   -0.009613   -0.006563
85.4               5.113       5.111        5.25     -0.1256   -0.007774   -0.005353   -0.004433
85.6               5.089       5.086       5.238      -0.138   -0.006372   -0.007315   -0.007478
85.8               5.065       5.068       5.226     -0.1437    0.001753    -0.01631    0.003693
86                 5.088       5.089       5.214     -0.1093   -0.006228   -0.008923     0.01101
86.2                5.06       5.062       5.201     -0.1254   -0.005565   -0.008176   -0.006104
86.4               5.055       5.059       5.189     -0.1205   -0.003761   -0.006511   -0.001245
86.6               5.038       5.041       5.177     -0.1234   -0.005372   -0.007979  -0.0004515
86.8               5.044       5.044       5.165     -0.1125   -0.002565    -0.00635     0.01193
87                 5.024       5.026       5.154     -0.1109   -0.007923   -0.008915   -0.002318
87.2               5.011       5.011       5.142     -0.1185   -0.008758   -0.003806     0.01082
87.4               5.012       5.009        5.13     -0.1153   -0.001954   -0.003628    0.005722
87.6                5.01       5.013       5.118     -0.1004   0.0002328   -0.005622   -0.001963
87.8               4.983       4.985       5.107     -0.1072   -0.008774   -0.005282   -0.005307
88                 4.998       4.998       5.095    -0.09128   -0.005979   0.0001029   -0.005614
88.2                4.96       4.959       5.083     -0.1266  -0.0007664    0.003402    0.004801
88.4               4.953       4.952       5.072     -0.1049   -0.009942   -0.004654    0.002355
88.6                4.97        4.97       5.061    -0.08158   -0.004788   -0.003777      0.0133
88.8               4.953       4.953       5.049    -0.08842   -0.003267   -0.004671    -0.01706
89                 4.922       4.922       5.038     -0.1077   -0.004335    -0.00375    -0.01158
89.2                4.93       4.932       5.026    -0.08108   -0.009799   -0.003469    0.002394
89.4                 4.9       4.901       5.015     -0.1103   -0.005311    0.001442   -0.006218
89.6               4.882       4.884       5.004     -0.1139   -0.002384   -0.003962    0.005813
89.8               4.892       4.893       4.993    -0.09485   -0.002312   -0.003197   -0.007306
90                 4.897       4.895       4.982    -0.08695    0.005122   -0.004738    0.008311
90.2                 4.9         4.9       4.971    -0.06777    4.59e-05   -0.003506    -0.00935
90.4               4.852       4.851        4.96      -0.107    0.002726   -0.004647   -0.003805
90.6               4.853       4.855       4.949     -0.0892   -0.002303   -0.002624    0.005167
90.8               4.875       4.876       4.938    -0.05455   -0.003422   -0.003956    -0.01126
91                 4.863       4.864       4.927    -0.06845    0.002825    0.002563    0.005708
91.2               4.845       4.845       4.916    -0.06223   -0.007563   -0.001802    -0.01513
91.4               4.819       4.818       4.906    -0.08601   -0.001024  -0.0006433   -0.001903
91.6               4.816       4.816       4.895    -0.07893    0.001346   -0.001224    -0.01302
91.8               4.801       4.804       4.884    -0.07575   -0.002444   -0.002274    0.003563
92                 4.799       4.801       4.874    -0.06863   -0.004356   9.051e-05    0.005751
92.2               4.806       4.805       4.863    -0.06493    0.008957   -0.002116   -0.006721
92.4               4.776       4.776       4.852    -0.07191   -0.004663   0.0004574    -0.02319
92.6                4.78       4.783       4.842    -0.06243    0.003034   0.0005851   -0.004334
92.8                4.77       4.771       4.832    -0.06054  -4.524e-05   2.708e-05   -0.004975
93                 4.756       4.757       4.821     -0.0611   -0.001903   -0.000774    0.002781
93.2               4.725       4.726       4.811    -0.08336   0.0004059   -0.002253    -0.01887
93.4               4.725       4.723         4.8    -0.07275   -0.004011  -0.0006995    -0.01409
93.6               4.744       4.745        4.79    -0.03446   -0.005688   -0.004622   -0.006866
93.8               4.721       4.721        4.78    -0.05684   -0.001724  -0.0001838    -0.01195
94                 4.692       4.694        4.77    -0.07628    0.001075  -0.0008831   -0.007075
94.2               4.697       4.698        4.76    -0.06255    7.51e-06   0.0005123     -0.0136
94.4                4.69       4.693        4.75    -0.06045    0.004322  -0.0008199    -0.01318
94.6               4.683       4.683        4.74    -0.05425   0.0009876   -0.002846   -0.005472
94.8               4.679       4.682        4.73    -0.05172    0.006569   -0.002705   -0.008968
95                 4.686       4.687        4.72    -0.03369   0.0009647  -2.575e-05   -0.008825
95.2               4.668       4.669        4.71    -0.03486   -0.003043   -0.002929     -0.0128
95.4               4.639       4.638         4.7    -0.06182   -0.001105   0.0006928   -0.007701
95.6               4.602       4.605        4.69    -0.07282   -0.007181   -0.005148   -0.005194
95.8               4.622       4.622        4.68    -0.05636   -0.001252  -0.0002979   -0.006174
96                 4.623       4.624        4.67    -0.04493   -0.001381  -1.895e-05     0.01114
96.2               4.612       4.612       4.661    -0.04361   -0.002922   -0.002369    0.003616
96.4                4.59       4.593       4.651    -0.04658   -0.005275   -0.006035      -0.019
96.6               4.592       4.596       4.641     -0.0434    -0.00158  -0.0004678    -0.01397
96.8                4.58       4.583       4.632    -0.04835    0.001877   -0.002262    0.001972
97                 4.585       4.588       4.622    -0.03405   0.0005333  -0.0009539   -0.008001
97.2               4.557       4.559       4.613    -0.04665   -0.007564   2.214e-05     -0.0148
97.4               4.561       4.563       4.603    -0.03753   -0.002528  -0.0004322   -0.004329
97.6               4.563       4.564       4.594    -0.02835   -0.004939      0.0038   -0.009931
97.8               4.537        4.54       4.584    -0.04479   0.0003677  -0.0003778    0.005891
98                 4.536       4.539       4.575    -0.03777    0.003806    -0.00246    0.001798
98.2               4.515       4.517       4.566    -0.04426   -0.001183   -0.003036    0.005886
98.4               4.526       4.528       4.557     -0.0236   -0.003427   -0.001067      0.0053
98.6               4.503       4.504       4.547      -0.047    0.002722   0.0006191    0.001956
98.8               4.495       4.499       4.538     -0.0278   -0.008476   -0.003011   -0.006252
99                 4.551       4.551       4.531     0.02884   -0.003897   -0.005593   0.0009186
