# Multipolar energy analysis (kT)
# r/AA             exact       total      ionion      iondip      dipdip     ionquad     mucorr
53.8                 8.3       8.302       8.334    -0.03068  -0.0006407  -0.0005763    0.006661
54                 8.269        8.27       8.303    -0.03259   9.269e-05  -0.0006774    0.005519
54.2                8.24       8.241       8.272    -0.03049   0.0003654    -0.00079    0.003162
54.4               8.213       8.214       8.242    -0.02695  -0.0004932   -0.000634    0.003629
54.6               8.185       8.185       8.212    -0.02496  -8.892e-05   -0.001381    0.004529
54.8               8.162       8.162       8.182    -0.01867  -0.0003879  -0.0003852    0.004727
55                 8.118        8.12       8.152    -0.03048  -0.0008222  -0.0006209   0.0008457
55.2               8.094       8.095       8.123    -0.02677  -0.0008327  -0.0001639    0.006679
55.4               8.069       8.069       8.093    -0.02372  -4.664e-05   6.078e-05   2.684e-05
55.6               8.036       8.038       8.064    -0.02582  -0.0004018  -0.0003703    0.002246
55.8               8.017       8.018       8.035    -0.01727  -0.0002032   4.209e-06  -0.0009019
56                 7.983       7.983       8.007    -0.02397   0.0002488   0.0005033  -0.0005908
56.2               7.954       7.955       7.978     -0.0218  -0.0005429  -0.0005257   -0.003183
56.4               7.932       7.933        7.95     -0.0168  -0.0001338   8.091e-06    0.001197
56.6                 7.9       7.901       7.922    -0.02012   0.0003284  -0.0005041    0.001415
56.8               7.877       7.877       7.894     -0.0162  -0.0003783   -7.98e-05  -0.0007877
57                  7.85        7.85       7.866    -0.01604  -3.121e-05    0.000173    0.003101
57.2               7.819        7.82       7.839    -0.01774   4.643e-05  -0.0005344   -0.003197
57.4               7.794       7.795       7.811    -0.01594  -0.0003739  -0.0002908   -0.003216
57.6               7.764       7.765       7.784    -0.01892  -0.0001818  -0.0002011    0.001624
57.8               7.745       7.745       7.757    -0.01109  -0.0003856  -0.0002987    0.004394
58                 7.716       7.717        7.73    -0.01281  -0.0001252  -0.0006181  -0.0005862
58.2               7.692       7.693       7.704    -0.01079  -0.0001044   0.0003332   -0.001425
58.4               7.661       7.661       7.677    -0.01637  -0.0001296   8.621e-05    0.004784
58.6                7.64       7.641       7.651    -0.01091   8.579e-05   7.503e-05    0.003753
58.8               7.612       7.613       7.625    -0.01261   4.005e-06   0.0001994   -0.001369
59                 7.585       7.585         7.6    -0.01378  -1.882e-05  -0.0004079   -0.003434
59.2               7.565       7.565       7.574   -0.008195  -0.0003218   0.0002722    0.004571
59.4               7.536       7.537       7.548    -0.01087  -0.0001018  -0.0002864    0.002975
59.6               7.512       7.513       7.523    -0.01033  -0.0002211   0.0004242   -0.005522
59.8               7.488       7.488       7.498   -0.008731  -6.771e-05   -0.000566    0.000804
60                 7.456       7.457       7.473    -0.01554   2.233e-05  -0.0006121   -0.002814
60.2               7.433       7.433       7.448    -0.01437   0.0002512   -0.000629   -0.004452
60.4               7.416       7.416       7.423   -0.006526   0.0001301  -0.0006255  -0.0004784
60.6               7.388       7.389       7.399    -0.01034    0.000374  -0.0001367    0.002285
60.8               7.364       7.364       7.374   -0.009828  -0.0001582  -0.0001548   -0.001713
61                 7.343       7.343        7.35   -0.006793   -0.000192   0.0001735   -0.001317
61.2               7.316       7.316       7.326    -0.01044   -0.000152   0.0005086   -0.003429
61.4               7.293       7.293       7.302    -0.00872  -8.043e-05  -0.0001045      0.0017
61.6               7.271       7.271       7.279    -0.00747   0.0001787  -4.412e-05   -0.002423
61.8               7.246       7.246       7.255   -0.008462   9.983e-05  -0.0009521   -0.003687
62                 7.221       7.221       7.232    -0.01023  -5.688e-05   -0.000343   0.0008362
62.2               7.201       7.202       7.208   -0.006001   8.072e-05   -0.000637    -3.3e-05
62.4               7.179       7.179       7.185   -0.005954  -5.021e-05  -0.0003706   -0.005469
62.6               7.156       7.156       7.162   -0.006131  -1.778e-05   -0.000141   -0.001565
62.8                7.13        7.13        7.14   -0.009401   -5.35e-05  -0.0002299   -0.003751
63                 7.104       7.104       7.117    -0.01258   0.0001778  -0.0001255    0.001505
63.2               7.085       7.085       7.094   -0.008842  -0.0001569   -0.000197    -0.01214
63.4               7.065       7.065       7.072   -0.007053   0.0002186   7.992e-05   0.0005091
63.6               7.042       7.042        7.05   -0.007557   8.861e-05   -0.000332    0.002256
63.8               7.023       7.023       7.028   -0.004209   4.996e-05   -0.000301   -0.005523
64                 6.998       6.998       7.006    -0.00709  -0.0003766  -0.0004814   -0.003517
64.2               6.977       6.977       6.984   -0.006192  -0.0003292  -0.0004438   -0.003152
64.4               6.955       6.954       6.962   -0.007759  -6.601e-05   5.828e-05   -0.006081
64.6               6.933       6.933       6.941   -0.007655  -0.0001103  -8.117e-05   0.0008541
64.8               6.911       6.911       6.919   -0.008016   2.323e-05  -4.112e-05   -0.002513
65                 6.893       6.893       6.898   -0.003838  -2.703e-05  -0.0006989   -0.005002
65.2               6.871       6.871       6.877   -0.005105   7.806e-05  -0.0005648   -0.002981
65.4               6.853       6.853       6.856   -0.002098  -0.0003108  -0.0006163   -0.001943
65.6               6.831       6.831       6.835   -0.003035  -0.0001303  -0.0002728    0.002094
65.8               6.812       6.812       6.814   -0.002317  -0.0001296  -5.366e-05   -0.004379
66                 6.785       6.785       6.793   -0.008632   6.744e-05  -5.911e-06   -0.002461
66.2               6.763       6.763       6.773   -0.009095  -0.0001084  -0.0004035   -0.005948
66.4               6.749       6.749       6.752   -0.003122  -0.0001089  -0.0002486   -0.008182
66.6               6.728       6.728       6.732   -0.003652  -2.602e-05  -0.0003602   -0.006285
66.8               6.709       6.709       6.712   -0.003269  -7.477e-05  -0.0001456   -0.005217
67                 6.687       6.687       6.692   -0.004439   -0.000143  -9.881e-06    -0.00249
67.2               6.669       6.669       6.672   -0.003321  -0.0001194   9.744e-05   -0.003604
67.4               6.646       6.646       6.652   -0.005731  -4.195e-05   -0.000473   -0.002583
67.6               6.627       6.627       6.633   -0.005476   0.0001857   9.469e-06   -0.005688
67.8               6.609       6.609       6.613   -0.002994    2.49e-05  -0.0006201  -0.0005323
68                  6.59        6.59       6.594   -0.003145    -0.00019  -3.008e-05   0.0001542
68.2               6.569       6.569       6.574   -0.005338  -0.0001538   0.0004551   -0.002858
68.4               6.555       6.555       6.555   0.0009869  -0.0003752  -0.0004138   -0.003159
68.6                6.53        6.53       6.536   -0.005449   -8.96e-05   -1.97e-05   -0.008194
68.8                6.51        6.51       6.517     -0.0066   -0.000112  -0.0002475   -0.004764
69                 6.495       6.495       6.498   -0.002516  -0.0001056  -0.0002006   -0.001967
69.2               6.476       6.476       6.479    -0.00292  -0.0002456   -0.000307    -0.00816
69.4               6.458       6.458       6.461   -0.002633   1.944e-06   6.279e-05   -0.005841
69.6               6.438       6.438       6.442   -0.003986   7.883e-05  -0.0002896   -0.002034
69.8               6.419       6.419       6.424   -0.003562  -0.0001437  -0.0003549    0.002631
70                 6.403       6.403       6.405    -0.00234  -0.0002102    0.000323   -0.002835
70.2               6.383       6.383       6.387   -0.003476  -0.0003159  -0.0001212   -0.003864
70.4               6.367       6.367       6.369   -0.001181  -0.0001289   -9.85e-05     -0.0027
70.6               6.346       6.346       6.351   -0.004992   7.943e-05   9.281e-05    0.002845
70.8                6.33        6.33       6.333   -0.003029  -0.0001576   3.716e-05   -0.004222
71                 6.311       6.311       6.315   -0.004166   0.0001161   8.727e-05   -0.002714
71.2               6.293       6.293       6.297    -0.00399  -6.494e-05   2.182e-05   -0.007197
71.4               6.274       6.274        6.28   -0.005572   2.731e-05   9.215e-05   -0.005188
71.6               6.259       6.259       6.262    -0.00344   5.572e-05  -0.0001317   -0.003853
71.8               6.239       6.239       6.245   -0.005738  -4.864e-05  -5.129e-05   -0.004906
72                 6.223       6.223       6.227   -0.003591   -0.000313  -0.0001598  -0.0006833
72.2               6.208       6.208        6.21   -0.002113   3.393e-05   0.0002033   -0.003691
72.4               6.189       6.189       6.193   -0.003981  -0.0001043  -0.0002186    0.002598
72.6               6.174       6.174       6.176    -0.00217   1.583e-05  -7.143e-05     0.00216
72.8               6.155       6.155       6.159   -0.004027   0.0001296  -0.0002432   -0.004863
73                 6.138       6.138       6.142   -0.003801  -5.785e-05  -0.0001311    0.004418
73.2               6.122       6.122       6.125   -0.003053  -0.0002349   3.154e-05   -0.002512
73.4               6.105       6.105       6.108     -0.0038  -6.308e-05  -3.202e-05    0.005039
73.6               6.089       6.089       6.092   -0.003155  -5.941e-06   7.541e-05  -6.938e-05
73.8               6.074       6.074       6.075  -0.0007416  -9.762e-06  -0.0002874  -0.0002267
74                 6.055       6.055       6.059   -0.003331  -6.028e-05  -0.0002453    0.001996
74.2               6.037       6.037       6.043   -0.005376  -4.646e-05  -1.922e-05   -0.001008
74.4               6.023       6.023       6.026   -0.003233  -0.0001497  -6.783e-05   0.0009261
74.6               6.006       6.006        6.01   -0.004593  -5.702e-05   9.443e-05    0.002784
74.8               5.991       5.991       5.994   -0.002804  -7.345e-05    0.000154   0.0008772
75                 5.974       5.974       5.978    -0.00417  -0.0001018   0.0002459   -0.003983
75.2                5.96        5.96       5.962    -0.00257  -8.499e-05  -2.398e-06    0.005257
75.4               5.946       5.946       5.946  -0.0009579  -0.0001191   0.0003822     -0.0063
75.6                5.93        5.93       5.931  -0.0002187   -0.000179   7.292e-05    0.003956
75.8               5.913       5.913       5.915   -0.001837     2.7e-06  -0.0001148   -0.005569
76                 5.899       5.899         5.9  -0.0002271  -9.051e-05   0.0002231    0.001276
76.2               5.882       5.882       5.884   -0.001911  -6.997e-05    8.12e-06  -0.0003035
76.4               5.868       5.869       5.869   1.602e-05  -3.864e-05  -0.0001174   -0.001671
76.6               5.854       5.854       5.853    0.001144  -6.966e-05  -2.507e-05   -0.003992
76.8               5.837       5.837       5.838   -0.001248  -2.632e-05   8.187e-05   -0.002648
77                 5.821       5.821       5.823   -0.002181  -1.202e-05    7.02e-05   0.0005763
77.2               5.807       5.808       5.808  -0.0003578  -8.679e-06   4.439e-06  -0.0004485
77.4               5.793       5.793       5.793  -0.0003779  -4.606e-05   0.0001845   -0.001504
77.6               5.777       5.777       5.778  -0.0007305  -8.872e-05   0.0001047    -0.00238
77.8               5.765       5.764       5.763    0.001723  -2.758e-05  -0.0003362    0.003204
78                 5.745       5.745       5.748    -0.00285   9.151e-05   -2.86e-05    0.003963
78.2               5.732       5.732       5.734   -0.002064  -2.783e-05   0.0001015   0.0008434
78.4               5.715       5.715       5.719   -0.003375  -0.0002521  -6.067e-05   -0.003329
78.6               5.704       5.704       5.704  -0.0006804   0.0001024    9.87e-05    0.004336
78.8                5.69        5.69        5.69  -0.0001676  -1.949e-06   0.0002957    0.003305
79                 5.676       5.676       5.675    0.000123    6.98e-05   4.507e-06   -0.000483
79.2                5.66        5.66       5.661   -0.001068  -7.217e-07   0.0001824   0.0003765
79.4               5.646       5.646       5.647   -0.001258   3.439e-05   1.422e-05    0.002742
79.6               5.632       5.632       5.633  -0.0005713  -1.363e-06   8.422e-05   -0.004636
79.8               5.618       5.618       5.619  -0.0005756  -3.417e-06   4.015e-06     0.00787
80                 5.602       5.602       5.605    -0.00257  -1.838e-05   0.0003329    0.005349
80.2                5.59        5.59       5.591  -0.0003654   3.815e-05  -4.715e-08   -0.001881
80.4               5.576       5.576       5.577   -0.001235  -8.176e-05   0.0001346    0.001343
80.6               5.564       5.564       5.563   0.0007449   0.0001344   0.0002315   -0.001873
80.8               5.548       5.548       5.549  -0.0006307  -0.0001347   3.922e-05    0.006692
81                 5.532       5.532       5.535   -0.003244  -4.793e-06   6.781e-05   0.0009879
81.2               5.523       5.523       5.522   0.0008686  -1.418e-05   7.074e-05  -0.0001658
81.4               5.507       5.507       5.508  -0.0009906  -1.004e-05   0.0002568   -0.000528
81.6               5.493       5.493       5.495   -0.001334  -0.0001097  -6.023e-05    0.004457
81.8               5.483       5.483       5.481     0.00153   -0.000104   6.918e-05    0.004194
82                 5.467       5.467       5.468  -0.0008996   7.629e-05   0.0001837  -0.0006195
82.2               5.456       5.456       5.455    0.001216  -8.172e-06  -3.891e-05    0.002106
82.4                5.44        5.44       5.441   -0.001871      0.0001  -4.586e-06   -0.003492
82.6               5.427       5.427       5.428  -0.0006241  -9.594e-05  -1.955e-05   0.0007317
82.8               5.413       5.413       5.415   -0.001967   8.656e-05   8.832e-05   -0.003337
83                 5.402       5.402       5.402   0.0003562   3.988e-06  -1.437e-05   -0.004409
83.2               5.387       5.387       5.389   -0.002392    9.24e-06  -2.823e-05    0.002623
83.4               5.375       5.375       5.376   -0.001537   5.621e-05   5.197e-05   -0.001735
83.6               5.364       5.364       5.363   0.0004442   7.174e-05  -5.897e-05     0.00508
83.8               5.352       5.352        5.35    0.001232   4.311e-05   -0.000111   -0.008032
84                 5.337       5.337       5.338   -0.001271  -3.171e-05   0.0001702     0.00376
84.2               5.327       5.327       5.325    0.001787   4.862e-05   0.0001037    0.002004
84.4               5.311       5.311       5.312   -0.001098  -1.208e-06   9.827e-05    0.007447
84.6                 5.3         5.3         5.3    0.000434   2.524e-05  -5.758e-05   -0.003346
84.8               5.287       5.287       5.287  -0.0005241   0.0001132   4.546e-05    0.002519
85                 5.273       5.273       5.275   -0.001563    8.84e-05   1.815e-05    0.003322
85.2               5.262       5.262       5.262   -0.001039  -5.821e-05   0.0002475   0.0009808
85.4               5.249       5.249        5.25   -0.001151   5.728e-05   0.0001188   -0.002864
85.6               5.236       5.237       5.238   -0.001537   -2.62e-05   0.0001433    0.003032
85.8               5.226       5.226       5.226   0.0003279   7.222e-05  -4.422e-05    0.002691
86                 5.212       5.212       5.214   -0.001238  -2.982e-06   7.494e-06    0.002926
86.2                 5.2         5.2       5.201   -0.001939   9.541e-05  -5.628e-05     0.00352
86.4               5.189       5.189       5.189  -0.0004208   5.249e-05  -9.563e-05   -0.004859
86.6               5.177       5.177       5.177  -0.0007139  -2.889e-05  -8.692e-05    0.004306
86.8               5.167       5.167       5.166     0.00171  -1.068e-05  -6.626e-05    0.005901
87                 5.152       5.152       5.154   -0.001607   3.966e-05   3.818e-05    0.005524
87.2               5.141       5.141       5.142  -0.0004071   8.885e-05  -9.155e-05    0.000217
87.4               5.128       5.128        5.13   -0.002107   8.893e-05   0.0001347    0.005992
87.6               5.117       5.117       5.118   -0.001374    -4.2e-05  -0.0001907    0.001965
87.8               5.105       5.105       5.107   -0.001564   3.061e-05   0.0001437   0.0006079
88                 5.095       5.095       5.095  -0.0002574   5.936e-05  -2.614e-05    0.005643
88.2               5.084       5.084       5.083   0.0002009    7.99e-05   1.248e-05    0.007336
88.4               5.074       5.074       5.072    0.002054  -5.602e-05   7.606e-05   0.0009239
88.6               5.061       5.061       5.061   0.0005554  -2.955e-05  -8.232e-05    0.007809
88.8                5.05        5.05       5.049   0.0005113  -2.034e-05  -2.167e-05    0.004511
89                 5.037       5.037       5.038  -0.0005753   3.737e-05     0.00011    0.005167
89.2               5.028       5.028       5.027    0.001845   2.954e-05   2.856e-05   -0.000105
89.4               5.015       5.015       5.015  -0.0005901  -4.324e-05    7.74e-05    -0.00111
89.6               5.004       5.004       5.004   0.0004869  -8.137e-05   -9.88e-05    0.006324
89.8               4.994       4.994       4.993   0.0007285  -2.692e-05   5.815e-06     0.00333
90                 4.983       4.983       4.982     0.00161   4.414e-05  -6.014e-05    0.003308
90.2                4.97        4.97       4.971  -0.0003238  -1.839e-05  -2.733e-05    0.003119
90.4                4.96        4.96        4.96  -0.0003642  -1.797e-05   0.0001749     0.00366
90.6               4.948       4.948       4.949  -0.0003219  -0.0001029  -7.222e-05    0.005443
90.8               4.938       4.938       4.938   -0.000355  -3.203e-05  -4.406e-05   -0.001126
91                 4.926       4.926       4.927  -0.0007573   -6.73e-05  -0.0001093   0.0007963
91.2               4.916       4.916       4.916  -0.0005101   6.655e-05    8.92e-05    0.002364
91.4               4.906       4.906       4.905   0.0001566  -3.266e-05   5.662e-05    0.002069
91.6               4.894       4.894       4.895  -0.0002172  -4.972e-05  -9.507e-05    0.001409
91.8               4.885       4.885       4.884    0.000349   4.414e-05   5.962e-05    0.002479
92                 4.874       4.874       4.874   0.0008308  -3.817e-05  -8.663e-05    0.005239
92.2               4.863       4.863       4.863    0.000468  -6.149e-06   7.655e-05   -0.003344
92.4               4.854       4.854       4.852    0.001716   3.404e-05  -7.298e-05    0.009241
92.6               4.842       4.842       4.842   0.0002365  -5.448e-06  -0.0001229      0.0102
92.8               4.831       4.831       4.832  -0.0003509   6.749e-05   1.714e-05    -0.00115
93                 4.823       4.823       4.821    0.001694   3.768e-05   6.542e-05    0.003822
93.2               4.812       4.812       4.811    0.001078   7.001e-05  -8.286e-05   0.0001039
93.4                 4.8       4.801         4.8  -2.083e-05  -1.589e-05   9.869e-05   -0.001501
93.6                4.79        4.79        4.79   8.923e-05   4.564e-05  -3.594e-05    0.004686
93.8                4.78        4.78        4.78   -0.000285   7.719e-06   3.848e-05    0.002058
94                  4.77        4.77        4.77    1.09e-05   5.125e-05   1.497e-05    0.003291
94.2               4.758       4.758        4.76   -0.001187  -3.623e-06  -0.0001145    0.001461
94.4               4.749       4.749        4.75  -0.0003796   9.786e-06   3.009e-05     0.00855
94.6               4.741       4.741        4.74    0.001569   2.983e-05   8.054e-05    0.003631
94.8                4.73        4.73        4.73   0.0006712   0.0001114   3.571e-05    0.004125
95                 4.718       4.718        4.72   -0.001683   6.388e-05  -4.866e-05    0.004184
95.2               4.709       4.709        4.71  -0.0005851   0.0001063   9.262e-06    0.004704
95.4                 4.7         4.7         4.7   7.107e-05   4.505e-05  -6.793e-06    0.005256
95.6               4.691       4.691        4.69   0.0007945   2.008e-05  -0.0001006    0.001645
95.8               4.681       4.681        4.68   0.0005633   8.621e-05  -7.607e-05    0.008296
96                 4.671       4.671        4.67   0.0005297   5.475e-05  -2.942e-05    0.005303
96.2               4.662       4.662       4.661    0.001304   9.044e-05    6.75e-05   0.0003461
96.4               4.652       4.652       4.651    0.001101   8.515e-05  -8.072e-05   0.0009693
96.6               4.643       4.643       4.641    0.001083   6.647e-05  -1.575e-05    0.003934
96.8               4.632       4.632       4.632   0.0001406   9.143e-05   0.0001176     0.00702
97                 4.623       4.623       4.622   0.0002953   0.0001231   1.878e-05    0.009681
97.2               4.613       4.613       4.613  -8.786e-05   7.274e-06  -3.986e-05   -0.001097
97.4               4.605       4.605       4.603     0.00155  -4.819e-06   4.643e-05   -0.005186
97.6               4.593       4.593       4.594  -0.0008089   0.0001244  -7.306e-05    0.008795
97.8               4.584       4.584       4.585    -0.00044   6.372e-05  -4.591e-05     0.00808
98                 4.575       4.575       4.575  -5.638e-05   0.0001037   2.956e-05      0.0119
98.2               4.567       4.567       4.566    0.001256    7.86e-05  -8.345e-06    0.005184
98.4               4.557       4.557       4.557   0.0004049   5.112e-05   -0.000126    0.004433
98.6               4.548       4.548       4.547    0.001069   5.856e-06  -0.0001092    0.002391
98.8               4.539       4.539       4.538   0.0009181   0.0001026   3.142e-05   -0.003484
99                 4.532       4.532       4.531   0.0007092   0.0001005  -2.911e-05    0.007177
